step,loss,acc,bpc,lr,gnorm,elapsed_s
1,5.639796,0.0019,8.1365,0.000020,1.7951,4.1
10,5.484532,0.0104,7.9125,0.000200,1.6730,29.2
20,5.068000,0.1785,7.3116,0.000400,1.6355,55.4
30,4.511653,0.1893,6.5089,0.000600,1.5791,81.7
40,4.006559,0.1898,5.7802,0.000800,1.5542,108.8
50,3.539770,0.1906,5.1068,0.001000,1.0087,135.8
