step,loss,bpc,acc,gnorm,lr,elapsed_s
127,4.596886,6.6319,0.153213,0.1208,0.001000,391.8
128,4.564043,6.5845,0.151702,0.1116,0.001000,394.8
129,4.579340,6.6066,0.149838,0.1193,0.001000,397.8
130,4.567389,6.5894,0.155293,0.1116,0.001000,400.9
131,4.565196,6.5862,0.158853,0.1194,0.001000,403.9
132,4.581782,6.6101,0.150538,0.1150,0.001000,407.0
133,4.557177,6.5746,0.153754,0.1124,0.001000,410.0
134,4.573332,6.5979,0.149786,0.1210,0.001000,413.0
135,4.584160,6.6136,0.152415,0.1146,0.001000,415.9
136,4.563959,6.5844,0.152371,0.1103,0.001000,418.9
137,4.564475,6.5852,0.150659,0.1192,0.001000,421.9
138,4.556046,6.5730,0.158877,0.1134,0.001000,424.9
139,4.560104,6.5789,0.155999,0.1046,0.001000,427.9
140,4.533229,6.5401,0.155441,0.1146,0.001000,430.9
141,4.574941,6.6003,0.151702,0.1279,0.001000,434.1
142,4.548757,6.5625,0.154280,0.1121,0.001000,437.3
143,4.571014,6.5946,0.147577,0.1273,0.001000,440.3
144,4.561164,6.5804,0.149803,0.1077,0.001000,443.4
145,4.545125,6.5573,0.155999,0.1178,0.001000,446.4
146,4.552497,6.5679,0.152155,0.1104,0.001000,449.3
147,4.560169,6.5790,0.154951,0.1068,0.001000,452.6
148,4.547528,6.5607,0.154451,0.1135,0.001000,455.8
149,4.549556,6.5636,0.154597,0.1090,0.001000,458.8
150,4.553939,6.5700,0.153255,0.1069,0.001000,461.8
151,4.543797,6.5553,0.153596,0.1145,0.001000,464.8
152,4.528430,6.5332,0.153543,0.1116,0.001000,467.8
153,4.549870,6.5641,0.154280,0.1132,0.001000,470.8
154,4.553876,6.5699,0.158372,0.1065,0.001000,474.0
155,4.563068,6.5831,0.151344,0.1114,0.001000,477.1
156,4.553151,6.5688,0.157355,0.1257,0.001000,480.1
157,4.561858,6.5814,0.151686,0.1158,0.001000,483.0
158,4.543227,6.5545,0.148243,0.1162,0.001000,485.9
159,4.546294,6.5589,0.153610,0.1055,0.001000,488.9
160,4.552971,6.5686,0.153570,0.1083,0.001000,492.0
161,4.542280,6.5531,0.154915,0.1122,0.001000,495.0
162,4.549650,6.5638,0.152029,0.1145,0.001000,498.1
163,4.553987,6.5700,0.153596,0.1052,0.001000,501.0
164,4.556705,6.5740,0.158329,0.1094,0.001000,504.0
165,4.553400,6.5692,0.152742,0.1085,0.001000,507.0
166,4.574522,6.5997,0.150283,0.1114,0.001000,510.0
167,4.546752,6.5596,0.151360,0.1047,0.001000,512.9
168,4.546276,6.5589,0.151686,0.1091,0.001000,515.9
169,4.545767,6.5582,0.156511,0.1102,0.001000,518.9
170,4.546339,6.5590,0.151157,0.1106,0.001000,521.8
171,4.552285,6.5676,0.150879,0.1112,0.001000,524.9
172,4.550600,6.5652,0.154756,0.1135,0.001000,528.2
173,4.552797,6.5683,0.153042,0.1008,0.001000,531.3
174,4.536320,6.5445,0.153754,0.1180,0.001000,534.5
175,4.542646,6.5537,0.150969,0.1091,0.001000,537.6
176,4.539787,6.5496,0.154584,0.1077,0.001000,540.6
177,4.541052,6.5514,0.152467,0.1110,0.001000,543.6
178,4.546979,6.5599,0.154874,0.0963,0.001000,546.9
179,4.536706,6.5451,0.151515,0.1074,0.001000,550.0
180,4.531991,6.5383,0.155146,0.1101,0.001000,553.1
181,4.543727,6.5552,0.155146,0.1062,0.001000,556.1
182,4.535135,6.5428,0.151328,0.1048,0.001000,559.1
183,4.544932,6.5570,0.151205,0.0967,0.001000,561.9
184,4.516867,6.5165,0.155464,0.0946,0.001000,565.0
185,4.539234,6.5488,0.156309,0.1036,0.001000,568.0
186,4.542950,6.5541,0.150692,0.0998,0.001000,570.9
187,4.539373,6.5490,0.153070,0.0883,0.001000,573.9
188,4.543976,6.5556,0.151141,0.1009,0.001000,577.0
189,4.530790,6.5366,0.155158,0.1018,0.001000,580.1
190,4.529410,6.5346,0.156122,0.1005,0.001000,583.2
191,4.531860,6.5381,0.157030,0.0995,0.001000,586.3
192,4.524591,6.5276,0.159235,0.0993,0.001000,589.3
