step,loss,bpc,acc,gnorm,lr,elapsed_s
207,4.519173,6.5198,0.154817,0.1528,0.001000,690.2
208,4.523367,6.5259,0.155243,0.1002,0.001000,693.4
209,4.544036,6.5557,0.155297,0.1035,0.001000,696.7
210,4.529944,6.5354,0.149478,0.1240,0.001000,700.1
211,4.524707,6.5278,0.153925,0.1497,0.001000,703.7
212,4.535866,6.5439,0.147084,0.1361,0.001000,707.0
213,4.537180,6.5458,0.150009,0.1235,0.001000,710.4
214,4.533478,6.5404,0.155647,0.1116,0.001000,713.7
215,4.531383,6.5374,0.155818,0.1059,0.001000,717.0
216,4.533643,6.5407,0.153213,0.1003,0.001000,720.3
217,4.539523,6.5492,0.154122,0.0994,0.001000,723.8
218,4.523688,6.5263,0.152832,0.1222,0.001000,727.2
219,4.508611,6.5046,0.157257,0.1336,0.001000,730.5
220,4.511417,6.5086,0.154792,0.1063,0.001000,733.9
221,4.517214,6.5170,0.155818,0.1024,0.001000,737.3
222,4.519309,6.5200,0.152557,0.1038,0.001000,740.9
223,4.526782,6.5308,0.154925,0.1072,0.001000,744.4
224,4.507498,6.5030,0.154122,0.1174,0.001000,747.9
225,4.535803,6.5438,0.153728,0.1238,0.001000,751.2
226,4.522291,6.5243,0.157165,0.1057,0.001000,754.7
227,4.521378,6.5230,0.153084,0.0895,0.001000,758.1
228,4.527166,6.5313,0.154293,0.1113,0.001000,761.6
229,4.515078,6.5139,0.149514,0.1323,0.001000,764.9
230,4.518545,6.5189,0.153886,0.0966,0.001000,768.4
231,4.516356,6.5157,0.158218,0.0931,0.001000,771.7
232,4.506453,6.5015,0.156501,0.0938,0.001000,775.0
233,4.524263,6.5272,0.155122,0.0956,0.001000,778.2
234,4.521815,6.5236,0.153741,0.1199,0.001000,781.6
235,4.530788,6.5366,0.152927,0.1096,0.001000,784.9
236,4.515761,6.5149,0.152542,0.1073,0.001000,788.3
237,4.500663,6.4931,0.153610,0.1022,0.001000,791.7
238,4.506253,6.5012,0.158021,0.0980,0.001000,795.0
239,4.516528,6.5160,0.155977,0.1071,0.001000,798.3
240,4.505403,6.4999,0.154975,0.0952,0.001000,801.6
241,4.508580,6.5045,0.155122,0.1072,0.001000,804.9
242,4.521182,6.5227,0.152029,0.1061,0.001000,808.1
243,4.532864,6.5396,0.155829,0.1150,0.001000,811.4
244,4.533213,6.5401,0.149838,0.1255,0.001000,814.6
245,4.512654,6.5104,0.160754,0.1210,0.001000,818.1
246,4.521779,6.5236,0.153098,0.1125,0.001000,821.4
247,4.516130,6.5154,0.155134,0.1025,0.001000,824.8
248,4.534375,6.5417,0.152885,0.1005,0.001000,828.1
249,4.530639,6.5364,0.153439,0.1087,0.001000,831.4
250,4.507039,6.5023,0.155441,0.1192,0.001000,834.7
251,4.523607,6.5262,0.156138,0.1130,0.001000,838.0
252,4.513789,6.5120,0.152074,0.1035,0.001000,841.4
253,4.513767,6.5120,0.157571,0.0964,0.001000,844.7
254,4.515841,6.5150,0.154373,0.1293,0.001000,847.9
255,4.532605,6.5392,0.155658,0.1233,0.001000,851.2
256,4.517807,6.5178,0.152557,0.1102,0.001000,854.6
257,4.534287,6.5416,0.154780,0.1013,0.001000,858.1
258,4.506056,6.5009,0.154805,0.1001,0.001000,861.4
259,4.529754,6.5351,0.155373,0.1032,0.001000,864.7
260,4.515380,6.5143,0.158445,0.1229,0.001000,868.0
261,4.511125,6.5082,0.152415,0.0970,0.001000,871.2
262,4.494267,6.4839,0.156330,0.1029,0.001000,874.5
263,4.503319,6.4969,0.158877,0.1075,0.001000,878.1
264,4.495021,6.4850,0.160437,0.1009,0.001000,881.5
265,4.493986,6.4835,0.162144,0.1070,0.001000,884.8
266,4.491200,6.4795,0.160075,0.1077,0.001000,888.2
267,4.514647,6.5133,0.164531,0.1206,0.001000,891.5
268,4.528839,6.5338,0.156159,0.1035,0.001000,894.8
269,4.490842,6.4789,0.165896,0.0946,0.001000,898.1
270,4.490402,6.4783,0.164533,0.0909,0.001000,901.2
271,4.525271,6.5286,0.154451,0.1043,0.001000,904.5
272,4.520921,6.5223,0.156620,0.1147,0.001000,907.7
273,4.523766,6.5264,0.149872,0.1180,0.001000,910.9
274,4.512593,6.5103,0.152044,0.1183,0.001000,914.2
275,4.518096,6.5183,0.154584,0.1040,0.001000,917.6
276,4.503485,6.4972,0.155635,0.0996,0.001000,920.8
277,4.510992,6.5080,0.152927,0.1037,0.001000,924.1
278,4.496503,6.4871,0.156148,0.1204,0.001000,927.4
279,4.513710,6.5119,0.155999,0.1209,0.001000,930.6
280,4.495215,6.4852,0.158518,0.0971,0.001000,933.9
281,4.499199,6.4910,0.159405,0.1014,0.001000,937.3
282,4.507257,6.5026,0.154792,0.1122,0.001000,940.6
283,4.503458,6.4971,0.154792,0.1129,0.001000,943.9
284,4.509338,6.5056,0.159048,0.1059,0.001000,947.3
285,4.517119,6.5168,0.156464,0.1194,0.001000,950.5
286,4.503761,6.4976,0.153267,0.0879,0.001000,954.1
287,4.513660,6.5119,0.156330,0.1046,0.001000,957.5
288,4.510664,6.5075,0.158389,0.0957,0.001000,960.7
289,4.495662,6.4859,0.161285,0.1154,0.001000,964.1
290,4.499212,6.4910,0.161606,0.1100,0.001000,967.9
291,4.496989,6.4878,0.165385,0.1057,0.001000,971.2
292,4.495076,6.4850,0.155476,0.0906,0.001000,974.7
293,4.504138,6.4981,0.159064,0.1174,0.001000,978.0
294,4.494287,6.4839,0.155624,0.1149,0.001000,981.3
295,4.491470,6.4798,0.158389,0.1077,0.001000,984.6
296,4.485021,6.4705,0.161963,0.1029,0.001000,988.0
297,4.500961,6.4935,0.161807,0.1122,0.001000,991.4
298,4.489668,6.4772,0.162819,0.1284,0.001000,994.9
299,4.493263,6.4824,0.160424,0.0957,0.001000,998.4
300,4.502265,6.4954,0.158039,0.1012,0.001000,1001.7
301,4.482558,6.4670,0.158559,0.0908,0.001000,1005.1
302,4.497947,6.4892,0.155270,0.0934,0.001000,1008.4
303,4.513900,6.5122,0.156491,0.1157,0.001000,1011.7
304,4.506200,6.5011,0.161268,0.1128,0.001000,1015.2
305,4.506773,6.5019,0.160247,0.0972,0.001000,1018.6
306,4.516480,6.5159,0.157336,0.1009,0.001000,1021.9
307,4.507652,6.5032,0.161108,0.1030,0.001000,1025.1
308,4.508015,6.5037,0.158706,0.1046,0.001000,1028.4
309,4.497616,6.4887,0.157023,0.0964,0.001000,1031.5
310,4.496948,6.4877,0.157175,0.1089,0.001000,1034.9
311,4.506967,6.5022,0.155453,0.1103,0.001000,1038.2
312,4.500228,6.4925,0.157850,0.1083,0.001000,1041.5
313,4.506165,6.5010,0.156491,0.0902,0.001000,1044.8
314,4.508636,6.5046,0.154426,0.1010,0.001000,1048.2
315,4.505312,6.4998,0.160273,0.0966,0.001000,1051.6
316,4.516150,6.5155,0.149614,0.1035,0.001000,1055.2
317,4.497719,6.4889,0.153385,0.1106,0.001000,1058.7
318,4.512222,6.5098,0.156843,0.0983,0.001000,1062.0
319,4.500207,6.4924,0.158030,0.0950,0.001000,1065.4
320,4.492249,6.4810,0.156491,0.1090,0.001000,1068.7
321,4.526837,6.5309,0.156522,0.0927,0.001000,1072.0
322,4.504497,6.4986,0.157841,0.0966,0.001000,1075.6
323,4.498958,6.4906,0.159726,0.0967,0.001000,1079.0
324,4.502134,6.4952,0.161627,0.1093,0.001000,1082.3
325,4.501507,6.4943,0.160260,0.1003,0.001000,1085.6
326,4.511336,6.5085,0.155441,0.0994,0.001000,1089.0
327,4.509812,6.5063,0.157023,0.1020,0.001000,1092.7
328,4.499103,6.4909,0.159032,0.0944,0.001000,1096.0
329,4.511822,6.5092,0.155613,0.0999,0.001000,1099.4
330,4.523260,6.5257,0.162643,0.1034,0.001000,1102.9
331,4.491045,6.4792,0.163850,0.0990,0.001000,1106.3
332,4.500934,6.4935,0.153912,0.0936,0.001000,1109.6
333,4.512218,6.5098,0.153912,0.1030,0.001000,1112.9
334,4.496206,6.4867,0.156843,0.1051,0.001000,1116.4
335,4.507701,6.5033,0.158885,0.0986,0.001000,1119.8
336,4.504500,6.4986,0.159569,0.0947,0.001000,1123.3
337,4.508085,6.5038,0.158012,0.1065,0.001000,1126.8
338,4.486019,6.4720,0.158714,0.1004,0.001000,1130.2
339,4.501360,6.4941,0.157194,0.1064,0.001000,1133.6
340,4.511099,6.5082,0.156662,0.0987,0.001000,1137.0
341,4.498793,6.4904,0.164527,0.1031,0.001000,1140.3
342,4.500806,6.4933,0.160931,0.0968,0.001000,1144.0
343,4.512745,6.5105,0.159235,0.0987,0.001000,1147.8
344,4.515833,6.5150,0.151515,0.1127,0.001000,1151.3
345,4.511531,6.5088,0.156853,0.1136,0.001000,1154.8
346,4.503653,6.4974,0.155293,0.1033,0.001000,1158.2
347,4.498610,6.4901,0.158201,0.0905,0.001000,1161.4
348,4.510146,6.5068,0.155305,0.1000,0.001000,1164.8
349,4.505665,6.5003,0.156148,0.1231,0.001000,1168.2
350,4.498343,6.4898,0.159569,0.1050,0.001000,1171.5
351,4.516844,6.5165,0.157868,0.1019,0.001000,1175.0
352,4.505886,6.5006,0.158869,0.0965,0.001000,1178.3
353,4.483223,6.4679,0.160943,0.1035,0.001000,1181.5
354,4.504346,6.4984,0.156138,0.1287,0.001000,1184.9
355,4.500610,6.4930,0.161616,0.1162,0.001000,1188.3
356,4.490989,6.4792,0.161616,0.1099,0.001000,1191.6
357,4.511289,6.5084,0.156651,0.0981,0.001000,1195.4
358,4.504893,6.4992,0.155270,0.1032,0.001000,1198.9
359,4.501875,6.4949,0.154939,0.1434,0.001000,1202.3
360,4.482988,6.4676,0.160608,0.1318,0.001000,1205.7
361,4.494250,6.4839,0.162982,0.1085,0.001000,1209.1
362,4.506801,6.5020,0.157498,0.1080,0.001000,1212.5
363,4.504578,6.4988,0.154622,0.1310,0.001000,1215.9
364,4.504962,6.4993,0.159569,0.1186,0.001000,1219.1
365,4.495055,6.4850,0.162822,0.1266,0.001000,1222.3
366,4.513189,6.5112,0.157145,0.1130,0.001000,1225.7
367,4.496366,6.4869,0.161461,0.1124,0.001000,1229.1
368,4.482984,6.4676,0.165555,0.1167,0.001000,1232.8
369,4.488343,6.4753,0.161792,0.1358,0.001000,1236.3
370,4.492177,6.4809,0.159911,0.1099,0.001000,1239.5
371,4.501520,6.4943,0.160253,0.1116,0.001000,1242.9
372,4.505425,6.5000,0.161792,0.0954,0.001000,1246.3
373,4.500879,6.4934,0.162990,0.1123,0.001000,1249.7
374,4.494553,6.4843,0.159056,0.1025,0.001000,1253.0
375,4.513923,6.5122,0.155635,0.1116,0.001000,1256.4
376,4.489529,6.4770,0.159405,0.0966,0.001000,1259.6
377,4.494968,6.4849,0.157346,0.0935,0.001000,1262.8
378,4.507021,6.5023,0.153938,0.1022,0.001000,1266.2
379,4.482018,6.4662,0.162648,0.1037,0.001000,1269.4
380,4.498222,6.4896,0.158192,0.1273,0.001000,1272.9
381,4.486868,6.4732,0.159918,0.0985,0.001000,1276.3
382,4.492834,6.4818,0.162139,0.1044,0.001000,1279.6
383,4.489007,6.4763,0.163157,0.1173,0.001000,1282.9
384,4.497027,6.4879,0.158389,0.1125,0.001000,1286.3
385,4.494862,6.4847,0.160601,0.1142,0.001000,1289.6
386,4.494978,6.4849,0.160398,0.0953,0.001000,1293.1
387,4.505475,6.5000,0.155999,0.1022,0.001000,1296.4
388,4.498852,6.4905,0.159569,0.1097,0.001000,1299.7
389,4.516536,6.5160,0.162635,0.1085,0.001000,1303.0
390,4.510413,6.5072,0.159726,0.1065,0.001000,1306.6
391,4.510132,6.5068,0.157859,0.0934,0.001000,1310.0
392,4.509828,6.5063,0.157317,0.0964,0.001000,1313.5
393,4.500032,6.4922,0.154634,0.0996,0.001000,1316.7
394,4.499297,6.4911,0.156651,0.1147,0.001000,1320.0
395,4.492165,6.4808,0.162639,0.0977,0.001000,1323.3
396,4.492951,6.4820,0.159227,0.0954,0.001000,1326.7
397,4.514871,6.5136,0.161429,0.0895,0.001000,1329.9
398,4.543140,6.5544,0.154522,0.1033,0.001000,1333.5
399,4.527503,6.5318,0.154388,0.1182,0.001000,1336.8
400,4.512439,6.5101,0.155784,0.1062,0.001000,1340.1
401,4.504955,6.4993,0.161263,0.0971,0.001000,1343.4
402,4.489339,6.4768,0.161627,0.1092,0.001000,1346.7
403,4.504124,6.4981,0.155282,0.1031,0.001000,1350.0
404,4.484635,6.4700,0.165724,0.1303,0.001000,1353.5
405,4.495033,6.4850,0.159522,0.1049,0.001000,1356.9
406,4.482555,6.4670,0.167152,0.1039,0.001000,1360.1
407,4.477066,6.4591,0.164018,0.0968,0.001000,1363.5
408,4.489728,6.4773,0.163496,0.0964,0.001000,1366.7
409,4.506865,6.5021,0.158245,0.1187,0.001000,1370.0
410,4.474126,6.4548,0.166552,0.1280,0.001000,1373.2
411,4.496759,6.4875,0.160949,0.1214,0.001000,1376.6
412,4.496625,6.4873,0.159897,0.1017,0.001000,1379.8
413,4.484669,6.4700,0.158885,0.1045,0.001000,1383.0
414,4.499142,6.4909,0.163850,0.1294,0.001000,1386.2
415,4.486728,6.4730,0.160931,0.1295,0.001000,1389.4
416,4.497680,6.4888,0.157859,0.1206,0.001000,1392.9
417,4.495580,6.4858,0.160437,0.1021,0.001000,1396.1
418,4.487481,6.4741,0.159897,0.1226,0.001000,1399.5
419,4.491150,6.4794,0.159219,0.1173,0.001000,1402.7
420,4.510122,6.5068,0.157155,0.1227,0.001000,1406.1
421,4.497729,6.4889,0.158730,0.1098,0.001000,1409.4
422,4.509068,6.5052,0.157507,0.1243,0.001000,1412.7
423,4.501879,6.4949,0.161792,0.1159,0.001000,1416.0
424,4.467733,6.4456,0.170511,0.1259,0.001000,1419.3
425,4.495488,6.4856,0.163153,0.1117,0.001000,1422.5
426,4.518569,6.5189,0.159242,0.1416,0.001000,1425.8
427,4.509259,6.5055,0.159064,0.1188,0.001000,1429.3
428,4.492013,6.4806,0.162811,0.1030,0.001000,1432.7
429,4.483571,6.4684,0.167094,0.1158,0.001000,1436.1
430,4.496378,6.4869,0.163674,0.1021,0.001000,1439.5
431,4.481007,6.4647,0.164702,0.1206,0.001000,1442.8
432,4.483596,6.4685,0.159242,0.1042,0.001000,1446.2
433,4.497401,6.4884,0.157507,0.1118,0.001000,1449.5
434,4.486253,6.4723,0.163664,0.1123,0.001000,1452.8
435,4.478964,6.4618,0.163338,0.1079,0.001000,1456.0
436,4.502602,6.4959,0.162807,0.1035,0.001000,1459.3
437,4.510073,6.5067,0.156974,0.1152,0.001000,1462.6
438,4.496333,6.4869,0.160754,0.1110,0.001000,1465.8
439,4.510033,6.5066,0.157706,0.1176,0.001000,1469.2
440,4.510322,6.5070,0.154242,0.1385,0.001000,1472.5
441,4.491282,6.4796,0.160096,0.1030,0.001000,1475.8
442,4.495485,6.4856,0.162819,0.1049,0.001000,1479.0
443,4.493370,6.4826,0.161114,0.1055,0.001000,1482.4
