step,loss,bpc,acc,gnorm,lr,elapsed_s
254,4.512474,6.5101,0.153346,0.1397,0.001000,655.9
255,4.526177,6.5299,0.153781,0.1342,0.001000,658.6
256,4.511716,6.5091,0.151360,0.1177,0.001000,661.2
257,4.523154,6.5256,0.154267,0.0955,0.001000,664.0
258,4.499567,6.4915,0.161290,0.1086,0.001000,666.9
259,4.524319,6.5272,0.156571,0.1124,0.001000,669.4
260,4.511132,6.5082,0.158616,0.1074,0.001000,671.9
261,4.508263,6.5041,0.154122,0.1159,0.001000,674.6
262,4.493238,6.4824,0.156330,0.1262,0.001000,677.1
263,4.499784,6.4918,0.162130,0.1267,0.001000,679.7
264,4.493674,6.4830,0.163680,0.1072,0.001000,682.2
265,4.494158,6.4837,0.160608,0.1091,0.001000,684.8
266,4.491484,6.4799,0.158192,0.1130,0.001000,687.2
267,4.519352,6.5201,0.162822,0.1442,0.001000,689.9
268,4.531082,6.5370,0.155988,0.1344,0.001000,692.4
269,4.491572,6.4800,0.164527,0.1215,0.001000,694.9
270,4.493392,6.4826,0.162314,0.1195,0.001000,697.4
271,4.529375,6.5345,0.155476,0.1166,0.001000,700.0
272,4.523522,6.5261,0.155075,0.1148,0.001000,702.5
273,4.525548,6.5290,0.149702,0.1283,0.001000,705.2
274,4.514451,6.5130,0.153412,0.1593,0.001000,707.7
275,4.522725,6.5249,0.154070,0.1431,0.001000,710.2
276,4.506987,6.5022,0.158714,0.1368,0.001000,712.8
277,4.512392,6.5100,0.154805,0.1143,0.001000,715.4
278,4.499721,6.4917,0.159398,0.1017,0.001000,717.9
279,4.510848,6.5078,0.155829,0.1163,0.001000,720.7
280,4.497941,6.4892,0.159032,0.1194,0.001000,723.3
281,4.503177,6.4967,0.161797,0.1360,0.001000,725.8
282,4.508811,6.5049,0.157184,0.1156,0.001000,728.3
283,4.501910,6.4949,0.155647,0.1124,0.001000,730.9
284,4.509200,6.5054,0.158877,0.1111,0.001000,733.5
285,4.520442,6.5216,0.155780,0.1213,0.001000,736.3
286,4.506330,6.5013,0.154122,0.0993,0.001000,738.8
287,4.514920,6.5137,0.157355,0.1097,0.001000,741.4
288,4.515673,6.5148,0.160266,0.1300,0.001000,744.1
289,4.498821,6.4904,0.158893,0.1460,0.001000,746.6
290,4.501339,6.4941,0.159547,0.1069,0.001000,749.2
291,4.498299,6.4897,0.159747,0.1085,0.001000,751.9
292,4.499743,6.4918,0.153767,0.1057,0.001000,754.4
293,4.510511,6.5073,0.153426,0.1013,0.001000,756.9
294,4.497716,6.4889,0.159048,0.1151,0.001000,759.5
295,4.492730,6.4817,0.158730,0.1046,0.001000,762.0
296,4.491141,6.4794,0.162305,0.1220,0.001000,764.6
297,4.508580,6.5045,0.158227,0.1159,0.001000,767.2
298,4.493077,6.4822,0.159398,0.1241,0.001000,769.8
299,4.497972,6.4892,0.158030,0.0986,0.001000,772.3
300,4.505151,6.4996,0.158893,0.0988,0.001000,774.9
301,4.487725,6.4744,0.158389,0.1145,0.001000,777.4
302,4.502370,6.4956,0.158355,0.1028,0.001000,779.9
303,4.522962,6.5253,0.155977,0.1100,0.001000,782.5
304,4.511631,6.5089,0.161440,0.1126,0.001000,785.1
305,4.510579,6.5074,0.159048,0.1017,0.001000,787.6
306,4.517076,6.5168,0.162643,0.1139,0.001000,790.2
