step,loss,bpc,acc,gnorm,lr,elapsed_s
461,4.489263,6.4767,0.162139,0.1358,0.001000,1267.3
462,4.521585,6.5233,0.156620,0.1358,0.001000,1270.1
463,4.523883,6.5266,0.157317,0.1257,0.001000,1272.9
464,4.504564,6.4987,0.163311,0.1099,0.001000,1275.6
465,4.497874,6.4891,0.159754,0.1222,0.001000,1278.4
466,4.493646,6.4830,0.161279,0.1317,0.001000,1281.3
467,4.493734,6.4831,0.160253,0.1284,0.001000,1283.9
468,4.497764,6.4889,0.161456,0.1114,0.001000,1286.7
469,4.509323,6.5056,0.153583,0.1261,0.001000,1289.3
470,4.487090,6.4735,0.160760,0.1431,0.001000,1292.1
471,4.490534,6.4785,0.158397,0.1227,0.001000,1294.8
472,4.498354,6.4898,0.156470,0.1265,0.001000,1297.7
473,4.494548,6.4843,0.159966,0.1222,0.001000,1300.5
474,4.482571,6.4670,0.169602,0.1040,0.001000,1303.3
475,4.492840,6.4818,0.159569,0.1243,0.001000,1306.1
476,4.489945,6.4776,0.156148,0.1330,0.001000,1309.0
477,4.489893,6.4776,0.158632,0.1111,0.001000,1311.8
478,4.491885,6.4804,0.159822,0.1262,0.001000,1314.7
479,4.493829,6.4832,0.161787,0.1176,0.001000,1317.6
480,4.481987,6.4662,0.160601,0.1236,0.001000,1320.4
481,4.500557,6.4930,0.155134,0.1167,0.001000,1323.3
482,4.493437,6.4827,0.162950,0.1105,0.001000,1326.2
483,4.477161,6.4592,0.164393,0.1167,0.001000,1329.0
484,4.488349,6.4753,0.161103,0.1264,0.001000,1332.1
485,4.481052,6.4648,0.160760,0.1150,0.001000,1334.9
486,4.481150,6.4650,0.165214,0.1108,0.001000,1337.5
487,4.491079,6.4793,0.163503,0.1069,0.001000,1340.2
488,4.481098,6.4649,0.164698,0.1032,0.001000,1342.9
489,4.488047,6.4749,0.162830,0.1222,0.001000,1345.5
490,4.480337,6.4638,0.169152,0.1024,0.001000,1348.3
491,4.491197,6.4795,0.160089,0.1252,0.001000,1351.0
492,4.493923,6.4834,0.157859,0.1280,0.001000,1354.0
493,4.471293,6.4507,0.164189,0.1049,0.001000,1357.2
494,4.477294,6.4594,0.164700,0.1020,0.001000,1359.9
495,4.488031,6.4749,0.159584,0.0987,0.001000,1362.6
496,4.473217,6.4535,0.164358,0.1087,0.001000,1365.4
497,4.482053,6.4663,0.164531,0.1127,0.001000,1368.2
498,4.490245,6.4781,0.159391,0.1174,0.001000,1371.0
499,4.494585,6.4843,0.168119,0.1102,0.001000,1373.8
500,4.496650,6.4873,0.158885,0.1023,0.001000,1376.5
