step,raw_loss,masked_loss,accuracy,masked_acc,lr,elapsed_s,samples_seen,mask_frac
800,5.206230,5.121609,0.025940,0.029036,0.000988,294.2,204800,0.8745
810,5.211847,5.128503,0.023193,0.025982,0.000987,298.1,207360,0.8715
820,5.199474,5.122134,0.022278,0.024502,0.000987,302.6,209920,0.8793
830,5.201669,5.116001,0.022461,0.025168,0.000987,306.1,212480,0.8706
840,5.213705,5.129238,0.021851,0.024705,0.000986,309.3,215040,0.8696
850,5.191566,5.109150,0.023193,0.025531,0.000986,312.8,217600,0.8702
860,5.178205,5.104263,0.021667,0.024121,0.000986,316.3,220160,0.8831
870,5.215440,5.124265,0.025269,0.028898,0.000985,319.6,222720,0.8638
880,5.201601,5.120997,0.023193,0.025982,0.000985,322.7,225280,0.8809
890,5.160108,5.082339,0.023499,0.026008,0.000984,326.3,227840,0.8871
900,5.222927,5.135090,0.023193,0.025927,0.000984,329.4,230400,0.8640
910,5.180170,5.105455,0.024170,0.026669,0.000984,334.0,232960,0.8880
920,5.182160,5.103874,0.023010,0.025696,0.000983,338.5,235520,0.8836
930,5.194823,5.107825,0.021729,0.024191,0.000983,341.9,238080,0.8755
940,5.209082,5.116131,0.021667,0.024859,0.000982,345.5,240640,0.8643
950,5.185700,5.100655,0.021362,0.024058,0.000982,348.6,243200,0.8702
960,5.156268,5.079991,0.022522,0.024829,0.000982,351.9,245760,0.8849
970,5.206035,5.114589,0.020813,0.023539,0.000981,355.5,248320,0.8660
980,5.187303,5.096017,0.024780,0.027850,0.000981,358.9,250880,0.8701
990,5.181582,5.088455,0.022278,0.025252,0.000980,362.2,253440,0.8653
1000,5.187785,5.101509,0.022888,0.025427,0.000980,366.5,256000,0.8762
1010,5.195518,5.103532,0.025940,0.028686,0.000979,370.1,258560,0.8702
1020,5.196317,5.106747,0.022339,0.025373,0.000979,374.6,261120,0.8684
1030,5.174159,5.090042,0.023193,0.025861,0.000978,378.6,263680,0.8827
1040,5.179407,5.091658,0.022461,0.025070,0.000978,381.9,266240,0.8765
1050,5.165849,5.083582,0.020508,0.022804,0.000977,385.8,268800,0.8806
1060,5.175119,5.088497,0.023315,0.025847,0.000977,389.2,271360,0.8808
1070,5.169699,5.081610,0.022095,0.024504,0.000977,392.9,273920,0.8768
1080,5.163872,5.076552,0.023560,0.026396,0.000976,396.6,276480,0.8787
1090,5.182950,5.095610,0.024414,0.027408,0.000976,399.8,279040,0.8707
1100,5.194471,5.096913,0.023743,0.027161,0.000975,403.5,281600,0.8629
1110,5.186169,5.100993,0.022217,0.025000,0.000975,408.2,284160,0.8813
1120,5.179641,5.090262,0.026550,0.029853,0.000974,412.7,286720,0.8710
1130,5.175558,5.086322,0.023682,0.026402,0.000974,416.1,289280,0.8738
1140,5.167785,5.084064,0.027161,0.030251,0.000973,419.5,291840,0.8837
1150,5.180496,5.090472,0.023438,0.026527,0.000973,423.2,294400,0.8743
1160,5.177348,5.087714,0.025879,0.029080,0.000972,426.4,296960,0.8710
1170,5.175624,5.085225,0.024475,0.027083,0.000972,429.6,299520,0.8766
1180,5.176905,5.088027,0.023071,0.026185,0.000971,432.6,302080,0.8718
1190,5.155324,5.070630,0.022095,0.024544,0.000970,436.1,304640,0.8828
1200,5.201149,5.099754,0.026123,0.029277,0.000970,440.5,307200,0.8631
1210,5.166870,5.071816,0.021667,0.024341,0.000969,444.8,309760,0.8726
1220,5.149237,5.068798,0.024231,0.027023,0.000969,449.0,312320,0.8876
1230,5.189944,5.106019,0.023132,0.025671,0.000968,452.5,314880,0.8797
1240,5.206450,5.112344,0.023193,0.026561,0.000968,455.7,317440,0.8663
1250,5.163250,5.066691,0.024597,0.027819,0.000967,459.5,320000,0.8688
1260,5.164954,5.071891,0.025269,0.027973,0.000967,463.9,322560,0.8749
1270,5.155029,5.061993,0.022522,0.025499,0.000966,467.0,325120,0.8713
1280,5.154197,5.067497,0.022766,0.025176,0.000965,470.7,327680,0.8849
1290,5.156471,5.068839,0.027710,0.030971,0.000965,474.3,330240,0.8829
1300,5.181145,5.084641,0.023987,0.027220,0.000964,477.8,332800,0.8700
1310,5.172421,5.071694,0.024292,0.027205,0.000964,481.3,335360,0.8638
