step,raw_loss,masked_loss,accuracy,masked_acc,lr,elapsed_s,samples_seen,mask_frac,ring_norm,ring_slot_mean,alpha_0_mean,alpha_0_min,alpha_0_max,alpha_1_mean,alpha_1_min,alpha_1_max,input_norm_0,input_norm_1,ring_signal_norm_0,ring_signal_norm_1,blended_norm_0,blended_norm_1,hidden_norm_0,hidden_norm_1,hidden_final_norm_0,hidden_final_norm_1,ptr_pos_0,ptr_pos_1
910,2.335962,2.265692,0.359741,0.362931,0.000025,1208.6,116480,0.9912,12764.0811,12.1145,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.8958,45.0245,0.00,0.00
920,2.331062,2.245960,0.363403,0.367349,0.000020,1220.0,117760,0.9893,12567.4688,12.0689,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.6315,45.9277,0.00,0.00
930,2.344279,2.247341,0.366699,0.371277,0.000015,1231.3,119040,0.9877,12539.6680,12.0580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.4967,45.8055,0.00,0.00
940,2.278097,2.237017,0.371826,0.373742,0.000011,1242.7,120320,0.9949,13002.2129,12.1117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.5986,44.8050,0.00,0.00
950,2.356476,2.250919,0.361328,0.366246,0.000008,1254.1,121600,0.9866,12756.0039,12.0902,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.8199,45.0197,0.00,0.00
960,2.357373,2.272108,0.364258,0.368213,0.000005,1265.6,122880,0.9893,12826.6387,12.1078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.2722,45.2848,0.00,0.00
970,2.356055,2.270578,0.366943,0.370928,0.000003,1276.9,124160,0.9893,12792.1592,12.1049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.1126,45.2415,0.00,0.00
980,2.341760,2.242162,0.364868,0.369514,0.000001,1288.2,125440,0.9874,12770.0635,12.1007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.8599,45.0913,0.00,0.00
990,2.364867,2.268462,0.367432,0.371972,0.000000,1299.6,126720,0.9878,12628.3730,12.0710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.7960,45.4129,0.00,0.00
1000,2.301666,2.222415,0.370850,0.374507,0.000000,1311.0,128000,0.9902,12596.8057,12.0680,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.7704,45.8670,0.00,0.00
