name,label,params,final_loss,final_acc,step_time,steps_per_sec,efficiency,loss_at_100,loss_at_250,loss_at_500
C_wideslot_H6144,"C: Wide Slots (H=6144, S=256, N=1)",5190339,2.09406996011734,0.5154748079180718,2.599374748544449,0.3847078996823994,0.19830723069334963,3.2534802675247194,2.549308490753174,1.998280793428421
B_2expert_H5888,"B: 2-Expert (H=5888, S=128, N=2)",4986564,2.1341039836406708,0.4983577573299408,3.706624318460008,0.26978725494777694,0.13445057133197508,3.2497082352638245,2.5644182443618773,2.0456376135349275
A_wide_H8192,"A: Wide (H=8192, S=128, N=1)",4817475,2.1485304379463197,0.5036955490708351,2.7322434482488895,0.36599959664681625,0.18435236779272232,3.1807889699935914,2.5433725237846376,2.0619097709655763
E_baseline_H4096,"E: Baseline (H=4096, S=128, N=1) [current]",2417219,2.1665857422351835,0.4903738167881966,1.8587151961555517,0.5380060388317351,0.2638240747170167,3.192271864414215,2.5807299971580506,2.0794157087802887
D_4expert_H3072,"D: 4-Expert (H=3072, S=128, N=4)",4195270,2.1901680386066436,0.4776251521706581,3.917952030399974,0.25523538630408205,0.12190684022282389,3.368027627468109,2.6257881999015806,2.1030469954013826
