run_root,family,comparison_group,golden_status,repo_head,train_log_path,ckpt_path,final_step,elapsed_s,sec_per_step,samples_seen,final_mask_frac,best_raw_loss,best_masked_loss,final_raw_loss,final_masked_loss,best_accuracy,best_masked_acc,final_accuracy,final_masked_acc,final_alpha_0_mean,final_ring_norm,final_ring_slot_mean,final_ptr_pos_0,params_total,checkpoint_best_loss,checkpoint_step,checkpoint_timestamp_utc,hidden_dim,slot_dim,M,N,R,embed_encoding,output_encoding,pointer_mode,write_mode,replace_impl,min_write_strength,mtaps_enabled,mtaps_mixer_mode,bb_enabled,notes
ab_gated,scratch,scratch,quarantine,57981cbb4096db772edd9d78c235d7e050668661,training_output/ab_gated/train_log.csv,training_output/ab_gated/ckpt_latest.pt,50,19.2000,0.3840,25600,0.981600,4.213640,4.175590,4.213640,4.175590,0.184814,0.188285,0.184814,0.188285,0.397000,6497.645500,24.744700,53.64,1540839,4.175590,50,2026-03-08T01:37:56.736389+00:00,4096,128,128,1,1,bitlift,lowrank_c19,pilot,replace,dense,,False,current,False,
ab_gated2,scratch,scratch,quarantine,57981cbb4096db772edd9d78c235d7e050668661,training_output/ab_gated2/train_log.csv,training_output/ab_gated2/ckpt_latest.pt,50,19.7000,0.3940,25600,0.981600,4.213640,4.175590,4.213640,4.175590,0.184814,0.188285,0.184814,0.188285,0.397000,6497.645500,24.744700,53.64,1540839,4.175590,50,2026-03-08T01:38:22.038917+00:00,4096,128,128,1,1,bitlift,lowrank_c19,pilot,replace,dense,,False,current,False,
test_compile,test,test,quarantine,57981cbb4096db772edd9d78c235d7e050668661,training_output/test_compile/train_log.csv,training_output/test_compile/ckpt_latest.pt,50,84.8000,1.6960,25600,0.981600,4.214105,4.176879,4.214105,4.176879,0.190430,0.193933,0.184814,0.188285,0.398200,6698.156200,25.602100,60.68,1540839,4.176879,50,2026-03-08T01:16:53.189611+00:00,4096,128,128,1,1,bitlift,lowrank_c19,pilot,replace,dense,,False,current,False,
test_diag_gated,test,test,quarantine,57981cbb4096db772edd9d78c235d7e050668661,training_output/test_diag_gated/train_log.csv,training_output/test_diag_gated/ckpt_latest.pt,50,17.3000,0.3460,25600,0.981600,4.213640,4.175590,4.213640,4.175590,0.190430,0.193933,0.184814,0.188285,0.397000,6497.645500,24.744700,53.64,1540839,4.175590,50,2026-03-08T02:13:36.360666+00:00,4096,128,128,1,1,bitlift,lowrank_c19,pilot,replace,dense,,False,current,False,
test_diag_gated_compile,test,test,quarantine,57981cbb4096db772edd9d78c235d7e050668661,training_output/test_diag_gated_compile/train_log.csv,training_output/test_diag_gated_compile/ckpt_latest.pt,50,62.0000,1.2400,25600,0.981600,4.214105,4.176879,4.214105,4.176879,0.190430,0.193933,0.184814,0.188285,0.398200,6698.156200,25.602100,60.68,1540839,4.176879,50,2026-03-08T02:14:53.211214+00:00,4096,128,128,1,1,bitlift,lowrank_c19,pilot,replace,dense,,False,current,False,
test_flag,test,test,quarantine,57981cbb4096db772edd9d78c235d7e050668661,training_output/test_flag/train_log.csv,training_output/test_flag/ckpt_latest.pt,3,83.5000,27.8333,192,0.987300,5.495056,5.494823,5.495056,5.494823,0.000000,0.000000,0.000000,0.000000,0.499800,92.435900,0.718300,55.36,1540839,5.494823,3,2026-03-08T01:20:53.284562+00:00,4096,128,128,1,1,bitlift,lowrank_c19,pilot,replace,dense,,False,current,False,
test_no_S,test,test,quarantine,57981cbb4096db772edd9d78c235d7e050668661,training_output/test_no_S/train_log.csv,training_output/test_no_S/ckpt_latest.pt,3,1.2000,0.4000,192,0.987300,5.488049,5.487698,5.488049,5.487698,0.000000,0.000000,0.000000,0.000000,0.497600,92.834400,0.715300,68.61,1540839,5.487698,3,2026-03-08T02:23:55.467772+00:00,4096,128,128,1,1,bitlift,lowrank_c19,pilot,replace,dense,,False,current,False,
test_nocompile,test,test,quarantine,57981cbb4096db772edd9d78c235d7e050668661,training_output/test_nocompile/train_log.csv,training_output/test_nocompile/ckpt_latest.pt,50,14.8000,0.2960,25600,0.981600,4.213640,4.175590,4.213640,4.175590,0.190430,0.193933,0.184814,0.188285,0.397000,6497.645500,24.744700,53.64,1540839,4.175590,50,2026-03-08T01:17:53.487216+00:00,4096,128,128,1,1,bitlift,lowrank_c19,pilot,replace,dense,,False,current,False,
