step,raw_loss,masked_loss,accuracy,masked_acc,lr,elapsed_s,samples_seen,mask_frac
1,5.551058,5.551029,0.003643,0.003644,0.000001,8.9,512,0.9997
10,5.212344,5.212107,0.195114,0.195208,0.000015,77.5,5120,0.9995
20,4.459434,4.458712,0.236172,0.236291,0.000030,154.9,10240,0.9995
30,3.658607,3.657156,0.262505,0.262631,0.000045,233.3,15360,0.9995
40,3.388340,3.385934,0.266865,0.266981,0.000060,311.2,20480,0.9996
50,3.371408,3.368328,0.258728,0.258834,0.000075,389.7,25600,0.9996
60,3.299059,3.295510,0.270748,0.270854,0.000090,478.0,30720,0.9996
70,3.323968,3.318633,0.256008,0.256165,0.000105,564.4,35840,0.9994
80,3.307835,3.304041,0.261700,0.261808,0.000120,641.5,40960,0.9996
90,3.289966,3.284387,0.264957,0.265115,0.000135,719.5,46080,0.9994
100,3.317563,3.312310,0.256889,0.257036,0.000150,797.3,51200,0.9994
110,3.269528,3.265193,0.262802,0.262929,0.000165,887.1,56320,0.9995
120,3.263586,3.260531,0.259762,0.259855,0.000180,972.5,61440,0.9996
130,3.250026,3.247590,0.265129,0.265208,0.000195,1050.8,66560,0.9997
140,3.222133,3.218526,0.267128,0.267238,0.000210,1129.9,71680,0.9996
150,3.215498,3.213855,0.268528,0.268583,0.000225,1212.2,76800,0.9998
160,3.194761,3.189776,0.266346,0.266498,0.000240,1306.4,81920,0.9994
170,3.237696,3.232286,0.255894,0.256043,0.000255,1392.0,87040,0.9994
180,3.227221,3.223981,0.263550,0.263646,0.000270,1469.8,92160,0.9996
190,3.169006,3.166380,0.267315,0.267390,0.000285,1547.6,97280,0.9997
200,3.119931,3.117326,0.269707,0.269781,0.000300,1626.2,102400,0.9997
210,3.141861,3.137546,0.261150,0.261264,0.000300,1726.6,107520,0.9996
220,3.133813,3.131204,0.264118,0.264185,0.000300,1814.1,112640,0.9997
230,3.124444,3.119609,0.258251,0.258369,0.000300,1894.9,117760,0.9995
240,3.101355,3.094530,0.262585,0.262753,0.000300,1974.7,122880,0.9994
250,3.087749,3.082822,0.267548,0.267670,0.000300,2052.5,128000,0.9995
260,3.072638,3.066081,0.266930,0.267089,0.000300,2147.4,133120,0.9994
270,3.068921,3.065348,0.265163,0.265248,0.000300,2234.5,138240,0.9997
280,3.047094,3.042332,0.266624,0.266740,0.000300,2312.9,143360,0.9996
290,3.053528,3.048497,0.262184,0.262304,0.000300,2390.5,148480,0.9995
300,3.023205,3.015284,0.273464,0.273656,0.000300,2467.7,153600,0.9993
310,3.038583,3.034200,0.261665,0.261767,0.000300,2560.6,158720,0.9996
320,2.971432,2.967847,0.277756,0.277845,0.000300,2647.8,163840,0.9997
