step,raw_loss,masked_loss,accuracy,masked_acc,lr,elapsed_s,samples_seen,mask_frac
1,5.332974,5.295109,0.011293,0.012340,0.000000,11.7,124,0.8750
10,5.288827,5.245142,0.012270,0.013555,0.000005,113.2,1240,0.8750
20,5.249800,5.201256,0.013648,0.015004,0.000010,230.4,2480,0.8750
30,5.227469,5.175368,0.013294,0.014581,0.000015,346.5,3720,0.8750
40,5.216322,5.163182,0.013798,0.015238,0.000020,459.5,4960,0.8750
50,5.204777,5.150127,0.016247,0.017911,0.000025,573.1,6200,0.8750
55,5.198205,5.141920,0.015609,0.017371,0.000028,639.9,6820,0.8750
60,5.194153,5.137299,0.016011,0.017830,0.000030,697.0,7440,0.8750
65,5.187649,5.130009,0.015570,0.017209,0.000033,752.9,8060,0.8750
70,5.173174,5.114432,0.017618,0.019405,0.000035,808.9,8680,0.8750
75,5.171074,5.111613,0.016586,0.018379,0.000038,864.3,9300,0.8750
80,5.161577,5.100143,0.018799,0.020800,0.000040,919.3,9920,0.8750
85,5.149088,5.085985,0.019027,0.021151,0.000043,974.8,10540,0.8750
90,5.142252,5.077939,0.018255,0.020305,0.000045,1032.1,11160,0.8750
95,5.134146,5.068857,0.019027,0.021196,0.000047,1088.8,11780,0.8750
100,5.122287,5.055038,0.018421,0.020377,0.000050,1144.7,12400,0.8750
105,5.115294,5.046298,0.019027,0.021268,0.000053,1211.4,13020,0.8750
110,5.103412,5.033006,0.020264,0.022555,0.000055,1267.1,13640,0.8750
115,5.085220,5.011868,0.021587,0.024113,0.000058,1324.1,14260,0.8750
120,5.073297,4.998487,0.024816,0.027758,0.000060,1380.5,14880,0.8750
125,5.062770,4.986082,0.025225,0.028028,0.000063,1436.0,15500,0.8750
130,5.053757,4.974699,0.022051,0.024698,0.000065,1489.8,16120,0.8750
135,5.043652,4.963566,0.024839,0.027605,0.000068,1544.8,16740,0.8750
140,5.023513,4.940242,0.026249,0.029432,0.000070,1601.8,17360,0.8750
145,5.011386,4.925266,0.026966,0.030296,0.000073,1657.1,17980,0.8750
150,5.004955,4.917221,0.024217,0.027074,0.000075,1712.0,18600,0.8750
155,4.992204,4.902722,0.025714,0.028721,0.000077,1778.3,19220,0.8750
160,4.972960,4.880302,0.027619,0.030872,0.000080,1834.2,19840,0.8750
165,4.961052,4.866079,0.028045,0.031529,0.000082,1890.1,20460,0.8750
170,4.943003,4.844688,0.029872,0.033644,0.000085,1945.8,21080,0.8750
175,4.925068,4.823616,0.030636,0.034562,0.000088,2000.9,21700,0.8750
180,4.910016,4.806174,0.030628,0.034391,0.000090,2057.9,22320,0.8750
185,4.898387,4.791772,0.031770,0.035822,0.000093,2113.5,22940,0.8750
190,4.882237,4.772541,0.031636,0.035642,0.000095,2169.3,23560,0.8750
195,4.870455,4.758438,0.029328,0.032933,0.000097,2224.7,24180,0.8750
200,4.857981,4.742093,0.029053,0.032627,0.000100,2299.8,24800,0.8750
205,4.841862,4.722875,0.031817,0.035669,0.000100,2367.7,25420,0.8750
210,4.826452,4.704055,0.032943,0.037136,0.000100,2422.7,26040,0.8750
