stage	task	act	rho	H	beta	T	dt	init_scale	seed	conv_free	conv_nudge	accuracy	mse	mean_settle	osc_ratio	spectral_w1	spectral_w2	output_mag	seg_crossings
2	XOR	c19_r4	4	10	0.50	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.500009	8.8	0.0000	0.2045	0.0694	0.0000	0.0
2	XOR	c19_r4	4	10	0.50	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.500002	8.8	0.0000	0.1890	0.1058	0.0000	0.0
2	XOR	c19_r4	4	10	0.50	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.500004	8.8	0.0000	0.2163	0.1207	0.0001	0.0
2	XOR	c19_r4	4	10	0.50	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.500009	8.8	0.0000	0.2045	0.0694	0.0000	0.0
2	XOR	c19_r4	4	10	0.50	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.500002	8.8	0.0000	0.1890	0.1058	0.0000	0.0
2	XOR	c19_r4	4	10	1.00	20	0.50	0.1	42	1.0000	1.0000	0.5000	0.337562	10.0	0.0000	0.2262	0.0625	0.2069	0.0
2	XOR	c19_r4	4	10	1.00	20	0.50	0.1	123	1.0000	1.0000	0.5000	0.343578	10.0	0.0000	0.2328	0.0438	0.1954	0.0
2	XOR	c19_r4	4	10	1.00	20	0.50	0.1	7	1.0000	1.0000	0.5000	0.339811	10.0	0.0000	0.2214	0.0642	0.2029	0.0
2	XOR	c19_r4	4	10	1.00	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.337608	10.0	0.0000	0.2249	0.0634	0.2069	0.0
2	XOR	c19_r4	4	10	1.00	50	0.50	0.1	123	1.0000	1.0000	0.5000	0.343592	10.0	0.0000	0.2333	0.0442	0.1954	0.0
2	XOR	c19_r4	4	10	1.00	50	0.50	0.1	7	1.0000	1.0000	0.5000	0.339827	10.0	0.0000	0.2221	0.0645	0.2029	0.0
2	XOR	c19_r4	4	10	1.00	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.337631	10.0	0.0000	0.2242	0.0637	0.2069	0.0
2	XOR	c19_r4	4	10	1.00	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.343592	10.0	0.0000	0.2333	0.0442	0.1954	0.0
2	XOR	c19_r4	4	10	1.00	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.339848	10.0	0.0000	0.2225	0.0648	0.2029	0.0
2	XOR	c19_r4	4	10	1.00	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.337631	10.0	0.0000	0.2242	0.0637	0.2069	0.0
2	XOR	c19_r4	4	10	1.00	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.343610	10.0	0.0000	0.2319	0.0450	0.1954	0.0
2	XOR	c19_r4	4	10	1.00	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.339848	10.0	0.0000	0.2225	0.0648	0.2029	0.0
2	XOR	c19_r4	4	20	0.10	20	0.50	0.1	42	1.0000	1.0000	0.5000	0.560696	7.2	0.0000	0.2667	0.1052	0.0575	0.0
2	XOR	c19_r4	4	20	0.10	20	0.50	0.1	123	1.0000	1.0000	0.5000	0.560615	7.0	0.0000	0.2364	0.0654	0.0573	0.0
2	XOR	c19_r4	4	20	0.10	20	0.50	0.1	7	1.0000	1.0000	0.5000	0.560664	7.2	0.0000	0.2863	0.0794	0.0574	0.0
2	XOR	c19_r4	4	20	0.10	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.560695	7.2	0.0000	0.2668	0.1052	0.0575	0.0
2	XOR	c19_r4	4	20	0.10	50	0.50	0.1	123	1.0000	1.0000	0.5000	0.560615	7.0	0.0000	0.2365	0.0654	0.0573	0.0
2	XOR	c19_r4	4	20	0.10	50	0.50	0.1	7	1.0000	1.0000	0.5000	0.560664	7.2	0.0000	0.2864	0.0794	0.0574	0.0
2	XOR	c19_r4	4	20	0.10	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.560695	7.2	0.0000	0.2668	0.1052	0.0575	0.0
2	XOR	c19_r4	4	20	0.10	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.560615	7.0	0.0000	0.2365	0.0654	0.0573	0.0
2	XOR	c19_r4	4	20	0.10	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.560664	7.2	0.0000	0.2864	0.0794	0.0574	0.0
2	XOR	c19_r4	4	20	0.10	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.560695	7.2	0.0000	0.2668	0.1052	0.0575	0.0
2	XOR	c19_r4	4	20	0.10	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.560615	7.0	0.0000	0.2365	0.0654	0.0573	0.0
2	XOR	c19_r4	4	20	0.10	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.560664	7.2	0.0000	0.2864	0.0794	0.0574	0.0
2	XOR	c19_r4	4	20	0.50	20	0.50	0.1	42	1.0000	1.0000	0.5000	0.500001	8.8	0.0000	0.2785	0.1478	0.0002	0.0
2	XOR	c19_r4	4	20	0.50	20	0.50	0.1	123	1.0000	1.0000	0.5000	0.500005	8.8	0.0000	0.2403	0.0862	0.0000	0.0
2	XOR	c19_r4	4	20	0.50	20	0.50	0.1	7	1.0000	1.0000	0.5000	0.500012	8.8	0.0000	0.2997	0.1240	0.0003	0.0
2	XOR	c19_r4	4	20	0.50	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.500001	8.8	0.0000	0.2785	0.1478	0.0002	0.0
2	XOR	c19_r4	4	20	0.50	50	0.50	0.1	123	1.0000	1.0000	0.5000	0.500005	8.8	0.0000	0.2403	0.0862	0.0000	0.0
2	XOR	c19_r4	4	20	0.50	50	0.50	0.1	7	1.0000	1.0000	0.5000	0.500012	8.8	0.0000	0.2997	0.1240	0.0003	0.0
2	XOR	c19_r4	4	20	0.50	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.500001	8.8	0.0000	0.2785	0.1478	0.0002	0.0
2	XOR	c19_r4	4	20	0.50	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.500005	8.8	0.0000	0.2403	0.0862	0.0000	0.0
2	XOR	c19_r4	4	20	0.50	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.500012	8.8	0.0000	0.2997	0.1240	0.0003	0.0
2	XOR	c19_r4	4	20	0.50	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.500001	8.8	0.0000	0.2785	0.1478	0.0002	0.0
2	XOR	c19_r4	4	20	0.50	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.500005	8.8	0.0000	0.2403	0.0862	0.0000	0.0
2	XOR	c19_r4	4	20	0.50	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.500012	8.8	0.0000	0.2997	0.1240	0.0003	0.0
2	XOR	c19_r4	4	20	1.00	20	0.50	0.1	42	1.0000	1.0000	0.5000	0.339668	10.0	0.0000	0.2828	0.0575	0.2029	0.0
2	XOR	c19_r4	4	20	1.00	20	0.50	0.1	123	1.0000	1.0000	0.5000	0.352992	9.8	0.0000	0.2895	0.0982	0.1861	0.0
2	XOR	c19_r4	4	20	1.00	20	0.50	0.1	7	1.0000	1.0000	0.5000	0.489442	9.5	0.0000	0.6976	0.4544	0.1138	0.0
2	XOR	c19_r4	4	20	1.00	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.339694	10.0	0.0000	0.2833	0.0579	0.2029	0.0
2	XOR	c19_r4	4	20	1.00	50	0.50	0.1	123	1.0000	1.0000	0.5000	0.353071	9.8	0.0000	0.2907	0.0991	0.1862	0.0
2	XOR	c19_r4	4	20	1.00	50	0.50	0.1	7	1.0000	1.0000	0.5000	0.489831	9.5	0.0000	0.6993	0.4552	0.1137	0.0
2	XOR	c19_r4	4	20	1.00	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.339696	10.0	0.0000	0.2832	0.0579	0.2029	0.0
2	XOR	c19_r4	4	20	1.00	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.353073	9.8	0.0000	0.2907	0.0991	0.1862	0.0
2	XOR	c19_r4	4	20	1.00	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.489832	9.5	0.0000	0.6993	0.4552	0.1137	0.0
2	XOR	c19_r4	4	20	1.00	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.339713	10.0	0.0000	0.2827	0.0580	0.2029	0.0
2	XOR	c19_r4	4	20	1.00	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.353133	9.8	0.0000	0.2919	0.0996	0.1861	0.0
2	XOR	c19_r4	4	20	1.00	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.489832	9.5	0.2500	0.6993	0.4552	0.1137	0.0
2	XOR	c19_r4	4	50	0.10	20	0.50	0.1	42	1.0000	1.0000	0.5000	0.560659	7.2	0.0000	0.4196	0.0865	0.0573	0.0
2	XOR	c19_r4	4	50	0.10	20	0.50	0.1	123	1.0000	1.0000	0.5000	0.560657	7.0	0.0000	0.4032	0.0966	0.0575	0.0
2	XOR	c19_r4	4	50	0.10	20	0.50	0.1	7	1.0000	1.0000	0.5000	0.560674	7.2	0.0000	0.3994	0.0913	0.0574	0.0
2	XOR	c19_r4	4	50	0.10	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.560659	7.2	0.0000	0.4196	0.0865	0.0573	0.0
2	XOR	c19_r4	4	50	0.10	50	0.50	0.1	123	1.0000	1.0000	0.5000	0.560657	7.0	0.0000	0.4032	0.0966	0.0575	0.0
2	XOR	c19_r4	4	50	0.10	50	0.50	0.1	7	1.0000	1.0000	0.5000	0.560674	7.2	0.0000	0.3994	0.0913	0.0574	0.0
2	XOR	c19_r4	4	50	0.10	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.560659	7.2	0.0000	0.4196	0.0865	0.0573	0.0
2	XOR	c19_r4	4	50	0.10	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.560657	7.0	0.0000	0.4032	0.0966	0.0575	0.0
2	XOR	c19_r4	4	50	0.10	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.560674	7.2	0.0000	0.3994	0.0913	0.0574	0.0
2	XOR	c19_r4	4	50	0.10	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.560659	7.2	0.0000	0.4196	0.0865	0.0573	0.0
2	XOR	c19_r4	4	50	0.10	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.560657	7.0	0.0000	0.4032	0.0966	0.0575	0.0
2	XOR	c19_r4	4	50	0.10	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.560674	7.2	0.0000	0.3994	0.0913	0.0574	0.0
2	XOR	c19_r4	4	50	0.50	20	0.50	0.1	42	1.0000	1.0000	0.5000	0.500001	8.8	0.0000	0.4288	0.1448	0.0006	0.0
2	XOR	c19_r4	4	50	0.50	20	0.50	0.1	123	1.0000	1.0000	0.5000	0.500000	8.8	0.0000	0.4098	0.1420	0.0004	0.0
2	XOR	c19_r4	4	50	0.50	20	0.50	0.1	7	1.0000	1.0000	0.5000	0.500001	8.8	0.0000	0.4119	0.1440	0.0006	0.0
2	XOR	c19_r4	4	50	0.50	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.500001	8.8	0.0000	0.4288	0.1448	0.0006	0.0
2	XOR	c19_r4	4	50	0.50	50	0.50	0.1	123	1.0000	1.0000	0.5000	0.500000	8.8	0.0000	0.4098	0.1420	0.0004	0.0
2	XOR	c19_r4	4	50	0.50	50	0.50	0.1	7	1.0000	1.0000	0.5000	0.500001	8.8	0.0000	0.4119	0.1440	0.0006	0.0
2	XOR	c19_r4	4	50	0.50	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.500001	8.8	0.0000	0.4288	0.1448	0.0006	0.0
2	XOR	c19_r4	4	50	0.50	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.500000	8.8	0.0000	0.4098	0.1420	0.0004	0.0
2	XOR	c19_r4	4	50	0.50	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.500001	8.8	0.0000	0.4119	0.1440	0.0006	0.0
2	XOR	c19_r4	4	50	0.50	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.500001	8.8	0.0000	0.4288	0.1448	0.0006	0.0
2	XOR	c19_r4	4	50	0.50	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.500000	8.8	0.0000	0.4098	0.1420	0.0004	0.0
2	XOR	c19_r4	4	50	0.50	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.500001	8.8	0.0000	0.4119	0.1440	0.0006	0.0
2	XOR	c19_r4	4	50	1.00	20	0.50	0.1	42	1.0000	1.0000	0.5000	0.493458	9.5	0.0000	0.7450	0.4807	0.1128	0.0
2	XOR	c19_r4	4	50	1.00	20	0.50	0.1	123	1.0000	1.0000	0.5000	0.500122	9.5	0.0000	0.7643	0.4547	0.1117	0.0
2	XOR	c19_r4	4	50	1.00	20	0.50	0.1	7	1.0000	1.0000	0.5000	0.499473	9.5	0.0000	0.7688	0.4577	0.1127	0.0
2	XOR	c19_r4	4	50	1.00	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.493719	9.5	0.0000	0.7460	0.4813	0.1127	0.0
2	XOR	c19_r4	4	50	1.00	50	0.50	0.1	123	1.0000	1.0000	0.5000	0.500309	9.5	0.0000	0.7651	0.4550	0.1116	0.0
2	XOR	c19_r4	4	50	1.00	50	0.50	0.1	7	1.0000	1.0000	0.5000	0.499751	9.5	0.0000	0.7699	0.4583	0.1126	0.0
2	XOR	c19_r4	4	50	1.00	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.493719	9.5	0.0000	0.7460	0.4813	0.1127	0.0
2	XOR	c19_r4	4	50	1.00	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.500517	9.5	0.0000	0.7660	0.4553	0.1116	0.0
2	XOR	c19_r4	4	50	1.00	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.499753	9.5	0.0000	0.7699	0.4583	0.1126	0.0
2	XOR	c19_r4	4	50	1.00	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.493719	9.5	0.0000	0.7460	0.4813	0.1127	0.0
2	XOR	c19_r4	4	50	1.00	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.500517	9.5	0.0000	0.7660	0.4553	0.1116	0.0
2	XOR	c19_r4	4	50	1.00	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.499753	9.5	0.0000	0.7699	0.4583	0.1126	0.0
2	XOR	c19_r8	8	10	0.10	20	0.50	0.1	42	1.0000	1.0000	0.5000	0.516761	6.8	0.0000	0.2100	0.0863	0.0164	0.0
2	XOR	c19_r8	8	10	0.10	20	0.50	0.1	123	1.0000	1.0000	0.5000	0.516396	6.2	0.0000	0.1963	0.0438	0.0161	0.0
2	XOR	c19_r8	8	10	0.10	20	0.50	0.1	7	1.0000	1.0000	0.5000	0.516596	6.8	0.0000	0.1886	0.0829	0.0165	0.0
2	XOR	c19_r8	8	10	0.10	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.516761	6.8	0.0000	0.2101	0.0863	0.0164	0.0
2	XOR	c19_r8	8	10	0.10	50	0.50	0.1	123	1.0000	1.0000	0.5000	0.516396	6.2	0.0000	0.1963	0.0438	0.0161	0.0
2	XOR	c19_r8	8	10	0.10	50	0.50	0.1	7	1.0000	1.0000	0.5000	0.516596	6.8	0.0000	0.1886	0.0829	0.0165	0.0
2	XOR	c19_r8	8	10	0.10	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.516761	6.8	0.0000	0.2101	0.0863	0.0164	0.0
2	XOR	c19_r8	8	10	0.10	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.516396	6.2	0.0000	0.1963	0.0438	0.0161	0.0
2	XOR	c19_r8	8	10	0.10	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.516596	6.8	0.0000	0.1886	0.0829	0.0165	0.0
2	XOR	c19_r8	8	10	0.10	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.516761	6.8	0.0000	0.2101	0.0863	0.0164	0.0
2	XOR	c19_r8	8	10	0.10	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.516396	6.2	0.0000	0.1963	0.0438	0.0161	0.0
2	XOR	c19_r8	8	10	0.10	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.516596	6.8	0.0000	0.1886	0.0829	0.0165	0.0
2	XOR	c19_r8	8	10	0.50	20	0.50	0.1	42	1.0000	1.0000	0.5000	0.353813	8.0	0.0000	0.2485	0.1726	0.1912	0.0
2	XOR	c19_r8	8	10	0.50	20	0.50	0.1	123	1.0000	1.0000	0.5000	0.352653	8.0	0.0000	0.2506	0.1318	0.1865	0.0
2	XOR	c19_r8	8	10	0.50	20	0.50	0.1	7	1.0000	1.0000	0.5000	0.352604	8.0	0.0000	0.2494	0.1349	0.1882	0.0
2	XOR	c19_r8	8	10	0.50	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.353813	8.0	0.0000	0.2485	0.1726	0.1912	0.0
2	XOR	c19_r8	8	10	0.50	50	0.50	0.1	123	1.0000	1.0000	0.5000	0.352653	8.0	0.0000	0.2506	0.1318	0.1865	0.0
2	XOR	c19_r8	8	10	0.50	50	0.50	0.1	7	1.0000	1.0000	0.5000	0.352605	8.0	0.0000	0.2494	0.1349	0.1882	0.0
2	XOR	c19_r8	8	10	0.50	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.353813	8.0	0.0000	0.2485	0.1726	0.1912	0.0
2	XOR	c19_r8	8	10	0.50	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.352653	8.0	0.0000	0.2506	0.1318	0.1865	0.0
2	XOR	c19_r8	8	10	0.50	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.352605	8.0	0.0000	0.2494	0.1349	0.1882	0.0
2	XOR	c19_r8	8	10	0.50	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.353813	8.0	0.0000	0.2485	0.1726	0.1912	0.0
2	XOR	c19_r8	8	10	0.50	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.352653	8.0	0.0000	0.2506	0.1318	0.1865	0.0
2	XOR	c19_r8	8	10	0.50	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.352605	8.0	0.0000	0.2494	0.1349	0.1882	0.0
2	XOR	c19_r8	8	10	1.00	20	0.50	0.1	42	1.0000	1.0000	0.5000	0.312448	8.5	0.0000	0.2954	0.1886	0.2487	0.0
2	XOR	c19_r8	8	10	1.00	20	0.50	0.1	123	1.0000	1.0000	0.5000	0.312483	8.2	0.0000	0.2015	0.0791	0.2498	0.0
2	XOR	c19_r8	8	10	1.00	20	0.50	0.1	7	1.0000	1.0000	0.5000	0.312417	8.5	0.0000	0.2357	0.1194	0.2497	0.0
2	XOR	c19_r8	8	10	1.00	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.312448	8.5	0.0000	0.2953	0.1885	0.2487	0.0
2	XOR	c19_r8	8	10	1.00	50	0.50	0.1	123	1.0000	1.0000	0.5000	0.312483	8.2	0.0000	0.2015	0.0791	0.2498	0.0
2	XOR	c19_r8	8	10	1.00	50	0.50	0.1	7	1.0000	1.0000	0.5000	0.312417	8.5	0.0000	0.2356	0.1193	0.2497	0.0
2	XOR	c19_r8	8	10	1.00	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.312448	8.5	0.0000	0.2953	0.1885	0.2487	0.0
2	XOR	c19_r8	8	10	1.00	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.312483	8.2	0.0000	0.2015	0.0790	0.2498	0.0
2	XOR	c19_r8	8	10	1.00	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.312418	8.5	0.0000	0.2354	0.1191	0.2497	0.0
2	XOR	c19_r8	8	10	1.00	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.312448	8.5	0.0000	0.2953	0.1885	0.2487	0.0
2	XOR	c19_r8	8	10	1.00	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.312483	8.2	0.0000	0.2015	0.0790	0.2498	0.0
2	XOR	c19_r8	8	10	1.00	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.312418	8.5	0.0000	0.2354	0.1191	0.2497	0.0
2	XOR	c19_r8	8	20	0.10	20	0.50	0.1	42	1.0000	1.0000	0.5000	0.516524	6.8	0.0000	0.2666	0.1021	0.0171	0.0
2	XOR	c19_r8	8	20	0.10	20	0.50	0.1	123	1.0000	1.0000	0.5000	0.516305	6.2	0.0000	0.2361	0.0615	0.0160	0.0
2	XOR	c19_r8	8	20	0.10	20	0.50	0.1	7	1.0000	1.0000	0.5000	0.516364	6.8	0.0000	0.2856	0.0769	0.0162	0.0
2	XOR	c19_r8	8	20	0.10	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.516524	6.8	0.0000	0.2666	0.1021	0.0171	0.0
2	XOR	c19_r8	8	20	0.10	50	0.50	0.1	123	1.0000	1.0000	0.5000	0.516305	6.2	0.0000	0.2362	0.0615	0.0160	0.0
2	XOR	c19_r8	8	20	0.10	50	0.50	0.1	7	1.0000	1.0000	0.5000	0.516363	6.8	0.0000	0.2856	0.0769	0.0162	0.0
2	XOR	c19_r8	8	20	0.10	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.516524	6.8	0.0000	0.2666	0.1021	0.0171	0.0
2	XOR	c19_r8	8	20	0.10	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.516305	6.2	0.0000	0.2362	0.0615	0.0160	0.0
2	XOR	c19_r8	8	20	0.10	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.516363	6.8	0.0000	0.2856	0.0769	0.0162	0.0
2	XOR	c19_r8	8	20	0.10	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.516524	6.8	0.0000	0.2666	0.1021	0.0171	0.0
2	XOR	c19_r8	8	20	0.10	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.516305	6.2	0.0000	0.2362	0.0615	0.0160	0.0
2	XOR	c19_r8	8	20	0.10	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.516363	6.8	0.0000	0.2856	0.0769	0.0162	0.0
2	XOR	c19_r8	8	20	0.50	20	0.50	0.1	42	1.0000	1.0000	0.5000	0.355506	7.8	0.0000	0.3078	0.1714	0.1898	0.0
2	XOR	c19_r8	8	20	0.50	20	0.50	0.1	123	1.0000	1.0000	0.5000	0.361304	7.8	0.0000	0.3045	0.2056	0.1880	0.0
2	XOR	c19_r8	8	20	0.50	20	0.50	0.1	7	1.0000	1.0000	0.5000	0.352372	8.0	0.0000	0.3038	0.1213	0.1860	0.0
2	XOR	c19_r8	8	20	0.50	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.355507	7.8	0.0000	0.3078	0.1714	0.1898	0.0
2	XOR	c19_r8	8	20	0.50	50	0.50	0.1	123	1.0000	1.0000	0.5000	0.361305	7.8	0.0000	0.3046	0.2056	0.1880	0.0
2	XOR	c19_r8	8	20	0.50	50	0.50	0.1	7	1.0000	1.0000	0.5000	0.352372	8.0	0.0000	0.3038	0.1213	0.1860	0.0
2	XOR	c19_r8	8	20	0.50	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.355507	7.8	0.0000	0.3078	0.1714	0.1898	0.0
2	XOR	c19_r8	8	20	0.50	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.361305	7.8	0.0000	0.3046	0.2056	0.1880	0.0
2	XOR	c19_r8	8	20	0.50	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.352372	8.0	0.0000	0.3038	0.1213	0.1860	0.0
2	XOR	c19_r8	8	20	0.50	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.355507	7.8	0.0000	0.3078	0.1714	0.1898	0.0
2	XOR	c19_r8	8	20	0.50	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.361305	7.8	0.0000	0.3046	0.2056	0.1880	0.0
2	XOR	c19_r8	8	20	0.50	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.352372	8.0	0.0000	0.3038	0.1213	0.1860	0.0
2	XOR	c19_r8	8	20	1.00	20	0.50	0.1	42	1.0000	1.0000	0.5000	0.312173	8.5	0.0000	0.3505	0.2414	0.2480	0.0
2	XOR	c19_r8	8	20	1.00	20	0.50	0.1	123	1.0000	1.0000	0.5000	0.312500	8.5	0.0000	0.2611	0.1367	0.2496	0.0
2	XOR	c19_r8	8	20	1.00	20	0.50	0.1	7	1.0000	1.0000	0.5000	0.312390	8.5	0.0000	0.3043	0.1228	0.2497	0.0
2	XOR	c19_r8	8	20	1.00	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.312173	8.5	0.0000	0.3504	0.2412	0.2480	0.0
2	XOR	c19_r8	8	20	1.00	50	0.50	0.1	123	1.0000	1.0000	0.5000	0.312500	8.5	0.0000	0.2611	0.1366	0.2496	0.0
2	XOR	c19_r8	8	20	1.00	50	0.50	0.1	7	1.0000	1.0000	0.5000	0.312391	8.5	0.0000	0.3043	0.1228	0.2497	0.0
2	XOR	c19_r8	8	20	1.00	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.312173	8.5	0.0000	0.3504	0.2412	0.2480	0.0
2	XOR	c19_r8	8	20	1.00	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.312500	8.5	0.0000	0.2611	0.1366	0.2496	0.0
2	XOR	c19_r8	8	20	1.00	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.312391	8.5	0.0000	0.3043	0.1228	0.2497	0.0
2	XOR	c19_r8	8	20	1.00	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.312173	8.5	0.0000	0.3504	0.2412	0.2480	0.0
2	XOR	c19_r8	8	20	1.00	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.312500	8.5	0.0000	0.2611	0.1365	0.2496	0.0
2	XOR	c19_r8	8	20	1.00	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.312391	8.5	0.0000	0.3043	0.1228	0.2497	0.0
2	XOR	c19_r8	8	50	0.10	20	0.50	0.1	42	1.0000	1.0000	0.5000	0.516373	6.8	0.0000	0.4194	0.0828	0.0159	0.0
2	XOR	c19_r8	8	50	0.10	20	0.50	0.1	123	1.0000	1.0000	0.5000	0.516345	6.8	0.0000	0.4041	0.0965	0.0175	0.0
2	XOR	c19_r8	8	50	0.10	20	0.50	0.1	7	1.0000	1.0000	0.5000	0.516723	6.8	0.0000	0.3989	0.0893	0.0166	0.0
2	XOR	c19_r8	8	50	0.10	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.516373	6.8	0.0000	0.4194	0.0828	0.0159	0.0
2	XOR	c19_r8	8	50	0.10	50	0.50	0.1	123	1.0000	1.0000	0.5000	0.516345	6.8	0.0000	0.4041	0.0965	0.0175	0.0
2	XOR	c19_r8	8	50	0.10	50	0.50	0.1	7	1.0000	1.0000	0.5000	0.516723	6.8	0.0000	0.3989	0.0893	0.0166	0.0
2	XOR	c19_r8	8	50	0.10	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.516373	6.8	0.0000	0.4194	0.0828	0.0159	0.0
2	XOR	c19_r8	8	50	0.10	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.516345	6.8	0.0000	0.4041	0.0965	0.0175	0.0
2	XOR	c19_r8	8	50	0.10	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.516723	6.8	0.0000	0.3989	0.0893	0.0166	0.0
2	XOR	c19_r8	8	50	0.10	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.516373	6.8	0.0000	0.4194	0.0828	0.0159	0.0
2	XOR	c19_r8	8	50	0.10	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.516345	6.8	0.0000	0.4041	0.0965	0.0175	0.0
2	XOR	c19_r8	8	50	0.10	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.516723	6.8	0.0000	0.3989	0.0893	0.0166	0.0
