config_name	variant	benchmark	seed	accuracy	param_count	gate_evals	train_time_ms
V5-Stack-d64-L2	5	B3-AND	123	0.308594	8192	8192	7
V5-Stack-d64-L2	5	B3-AND	777	0.316406	8192	8192	7
V5-Stack-d64-L2	5	B3-OR	42	0.316406	8192	8192	7
V5-Stack-d64-L2	5	B3-OR	123	0.316406	8192	8192	7
V5-Stack-d64-L2	5	B3-OR	777	0.320312	8192	8192	7
V5-Stack-d64-L2	5	B3-XOR	42	0.199219	8192	8192	7
V5-Stack-d64-L2	5	B3-XOR	123	0.207031	8192	8192	7
V5-Stack-d64-L2	5	B3-XOR	777	0.136719	8192	8192	7
V5-Stack-d64-L2	5	B4-OP-SELECT	42	0.127344	8192	8192	36
V5-Stack-d64-L2	5	B4-OP-SELECT	123	0.121094	8192	8192	38
V5-Stack-d64-L2	5	B4-OP-SELECT	777	0.123438	8192	8192	37
V5-Stack-d64-L2	5	B5-MULTI-OP	42	0.234375	8192	8192	15
V5-Stack-d64-L2	5	B5-MULTI-OP	123	0.156250	8192	8192	15
V5-Stack-d64-L2	5	B5-MULTI-OP	777	0.234375	8192	8192	14
V5-Stack-d64-L2	5	B6-MIN3	42	0.324219	8192	8192	15
V5-Stack-d64-L2	5	B6-MIN3	123	0.330078	8192	8192	14
V5-Stack-d64-L2	5	B6-MIN3	777	0.359375	8192	8192	15
V5-Stack-d64-L3	5	B1-ADD	42	0.125000	12288	12288	12
V5-Stack-d64-L3	5	B1-ADD	123	0.121094	12288	12288	12
V5-Stack-d64-L3	5	B1-ADD	777	0.089844	12288	12288	12
V5-Stack-d64-L3	5	B2-MUL	42	0.183594	12288	12288	13
V5-Stack-d64-L3	5	B2-MUL	123	0.187500	12288	12288	13
V5-Stack-d64-L3	5	B2-MUL	777	0.187500	12288	12288	13
V5-Stack-d64-L3	5	B3-AND	42	0.308594	12288	12288	13
V5-Stack-d64-L3	5	B3-AND	123	0.308594	12288	12288	12
V5-Stack-d64-L3	5	B3-AND	777	0.316406	12288	12288	12
V5-Stack-d64-L3	5	B3-OR	42	0.316406	12288	12288	12
V5-Stack-d64-L3	5	B3-OR	123	0.316406	12288	12288	12
V5-Stack-d64-L3	5	B3-OR	777	0.316406	12288	12288	14
V5-Stack-d64-L3	5	B3-XOR	42	0.160156	12288	12288	12
V5-Stack-d64-L3	5	B3-XOR	123	0.199219	12288	12288	12
V5-Stack-d64-L3	5	B3-XOR	777	0.050781	12288	12288	12
V5-Stack-d64-L3	5	B4-OP-SELECT	42	0.125781	12288	12288	60
V5-Stack-d64-L3	5	B4-OP-SELECT	123	0.121094	12288	12288	65
V5-Stack-d64-L3	5	B4-OP-SELECT	777	0.123438	12288	12288	69
V5-Stack-d64-L3	5	B5-MULTI-OP	42	0.195312	12288	12288	25
V5-Stack-d64-L3	5	B5-MULTI-OP	123	0.132812	12288	12288	24
V5-Stack-d64-L3	5	B5-MULTI-OP	777	0.226562	12288	12288	24
V5-Stack-d64-L3	5	B6-MIN3	42	0.324219	12288	12288	25
V5-Stack-d64-L3	5	B6-MIN3	123	0.322266	12288	12288	24
V5-Stack-d64-L3	5	B6-MIN3	777	0.359375	12288	12288	25
V6-Hybrid-d32	6	B1-ADD	42	1.000000	1280	1024	0
V6-Hybrid-d32	6	B1-ADD	123	1.000000	1280	1024	0
V6-Hybrid-d32	6	B1-ADD	777	1.000000	1280	1024	0
V6-Hybrid-d32	6	B2-MUL	42	0.179688	1280	1024	0
V6-Hybrid-d32	6	B2-MUL	123	0.167969	1280	1024	0
V6-Hybrid-d32	6	B2-MUL	777	0.183594	1280	1024	0
V6-Hybrid-d32	6	B3-AND	42	1.000000	1280	1024	0
V6-Hybrid-d32	6	B3-AND	123	1.000000	1280	1024	0
V6-Hybrid-d32	6	B3-AND	777	1.000000	1280	1024	0
V6-Hybrid-d32	6	B3-OR	42	1.000000	1280	1024	0
V6-Hybrid-d32	6	B3-OR	123	1.000000	1280	1024	0
V6-Hybrid-d32	6	B3-OR	777	1.000000	1280	1024	0
V6-Hybrid-d32	6	B3-XOR	42	1.000000	1280	1024	0
V6-Hybrid-d32	6	B3-XOR	123	1.000000	1280	1024	0
V6-Hybrid-d32	6	B3-XOR	777	1.000000	1280	1024	0
V6-Hybrid-d32	6	B4-OP-SELECT	42	0.117188	1376	1024	6
V6-Hybrid-d32	6	B4-OP-SELECT	123	0.146875	1376	1024	3
V6-Hybrid-d32	6	B4-OP-SELECT	777	0.110937	1376	1024	3
V6-Hybrid-d32	6	B5-MULTI-OP	42	0.125000	1600	1024	1
V6-Hybrid-d32	6	B5-MULTI-OP	123	0.257812	1600	1024	1
V6-Hybrid-d32	6	B5-MULTI-OP	777	0.187500	1600	1024	1
V6-Hybrid-d32	6	B6-MIN3	42	0.337891	1312	1024	1
V6-Hybrid-d32	6	B6-MIN3	123	0.347656	1312	1024	1
V6-Hybrid-d32	6	B6-MIN3	777	0.339844	1312	1024	1
V6-Hybrid-d64	6	B1-ADD	42	1.000000	4608	4096	2
V6-Hybrid-d64	6	B1-ADD	123	1.000000	4608	4096	2
V6-Hybrid-d64	6	B1-ADD	777	1.000000	4608	4096	2
V6-Hybrid-d64	6	B2-MUL	42	0.183594	4608	4096	2
V6-Hybrid-d64	6	B2-MUL	123	0.179688	4608	4096	2
V6-Hybrid-d64	6	B2-MUL	777	0.183594	4608	4096	2
V6-Hybrid-d64	6	B3-AND	42	1.000000	4608	4096	2
V6-Hybrid-d64	6	B3-AND	123	1.000000	4608	4096	2
V6-Hybrid-d64	6	B3-AND	777	1.000000	4608	4096	2
V6-Hybrid-d64	6	B3-OR	42	1.000000	4608	4096	2
V6-Hybrid-d64	6	B3-OR	123	1.000000	4608	4096	2
V6-Hybrid-d64	6	B3-OR	777	1.000000	4608	4096	2
V6-Hybrid-d64	6	B3-XOR	42	1.000000	4608	4096	2
V6-Hybrid-d64	6	B3-XOR	123	1.000000	4608	4096	2
V6-Hybrid-d64	6	B3-XOR	777	1.000000	4608	4096	2
V6-Hybrid-d64	6	B4-OP-SELECT	42	0.127344	4800	4096	13
V6-Hybrid-d64	6	B4-OP-SELECT	123	0.120313	4800	4096	12
V6-Hybrid-d64	6	B4-OP-SELECT	777	0.125000	4800	4096	13
V6-Hybrid-d64	6	B5-MULTI-OP	42	0.210938	5248	4096	5
V6-Hybrid-d64	6	B5-MULTI-OP	123	0.148438	5248	4096	5
V6-Hybrid-d64	6	B5-MULTI-OP	777	0.218750	5248	4096	5
V6-Hybrid-d64	6	B6-MIN3	42	0.324219	4672	4096	5
V6-Hybrid-d64	6	B6-MIN3	123	0.330078	4672	4096	5
V6-Hybrid-d64	6	B6-MIN3	777	0.349609	4672	4096	5
V7-Neural-h32	7	B1-ADD	42	1.000000	816	816	55
V7-Neural-h32	7	B1-ADD	123	1.000000	816	816	55
V7-Neural-h32	7	B1-ADD	777	1.000000	816	816	43
V7-Neural-h32	7	B2-MUL	42	1.000000	816	816	304
V7-Neural-h32	7	B2-MUL	123	1.000000	816	816	296
V7-Neural-h32	7	B2-MUL	777	1.000000	816	816	289
V7-Neural-h32	7	B3-AND	42	1.000000	816	816	225
V7-Neural-h32	7	B3-AND	123	1.000000	816	816	224
V7-Neural-h32	7	B3-AND	777	1.000000	816	816	285
V7-Neural-h32	7	B3-OR	42	1.000000	816	816	183
V7-Neural-h32	7	B3-OR	123	1.000000	816	816	198
V7-Neural-h32	7	B3-OR	777	1.000000	816	816	261
V7-Neural-h32	7	B3-XOR	42	1.000000	816	816	33
V7-Neural-h32	7	B3-XOR	123	1.000000	816	816	29
V7-Neural-h32	7	B3-XOR	777	1.000000	816	816	25
V7-Neural-h32	7	B4-OP-SELECT	42	0.996094	912	912	1728
V7-Neural-h32	7	B4-OP-SELECT	123	0.996094	912	912	1668
V7-Neural-h32	7	B4-OP-SELECT	777	0.999219	912	912	1279
V7-Neural-h32	7	B5-MULTI-OP	42	1.000000	1136	1136	183
V7-Neural-h32	7	B5-MULTI-OP	123	1.000000	1136	1136	218
V7-Neural-h32	7	B5-MULTI-OP	777	1.000000	1136	1136	197
V7-Neural-h32	7	B6-MIN3	42	0.998047	584	584	458
V7-Neural-h32	7	B6-MIN3	123	0.998047	584	584	449
V7-Neural-h32	7	B6-MIN3	777	0.998047	584	584	444
V7-Neural-h64	7	B1-ADD	42	1.000000	1616	1616	74
V7-Neural-h64	7	B1-ADD	123	1.000000	1616	1616	60
V7-Neural-h64	7	B1-ADD	777	1.000000	1616	1616	71
V7-Neural-h64	7	B2-MUL	42	1.000000	1616	1616	230
V7-Neural-h64	7	B2-MUL	123	1.000000	1616	1616	267
V7-Neural-h64	7	B2-MUL	777	1.000000	1616	1616	259
V7-Neural-h64	7	B3-AND	42	1.000000	1616	1616	185
V7-Neural-h64	7	B3-AND	123	1.000000	1616	1616	211
V7-Neural-h64	7	B3-AND	777	1.000000	1616	1616	249
V7-Neural-h64	7	B3-OR	42	1.000000	1616	1616	205
V7-Neural-h64	7	B3-OR	123	1.000000	1616	1616	194
V7-Neural-h64	7	B3-OR	777	1.000000	1616	1616	232
V7-Neural-h64	7	B3-XOR	42	1.000000	1616	1616	39
V7-Neural-h64	7	B3-XOR	123	1.000000	1616	1616	38
V7-Neural-h64	7	B3-XOR	777	1.000000	1616	1616	53
V7-Neural-h64	7	B4-OP-SELECT	42	0.999219	1808	1808	1033
V7-Neural-h64	7	B4-OP-SELECT	123	0.999219	1808	1808	1114
V7-Neural-h64	7	B4-OP-SELECT	777	0.999219	1808	1808	1099
V7-Neural-h64	7	B5-MULTI-OP	42	1.000000	2256	2256	185
V7-Neural-h64	7	B5-MULTI-OP	123	1.000000	2256	2256	223
V7-Neural-h64	7	B5-MULTI-OP	777	1.000000	2256	2256	218
V7-Neural-h64	7	B6-MIN3	42	1.000000	1160	1160	778
V7-Neural-h64	7	B6-MIN3	123	0.998047	1160	1160	845
V7-Neural-h64	7	B6-MIN3	777	1.000000	1160	1160	785
V7-Neural-h128	7	B1-ADD	42	1.000000	3216	3216	106
V7-Neural-h128	7	B1-ADD	123	1.000000	3216	3216	88
V7-Neural-h128	7	B1-ADD	777	1.000000	3216	3216	121
V7-Neural-h128	7	B2-MUL	42	1.000000	3216	3216	209
V7-Neural-h128	7	B2-MUL	123	1.000000	3216	3216	205
V7-Neural-h128	7	B2-MUL	777	1.000000	3216	3216	213
V7-Neural-h128	7	B3-AND	42	1.000000	3216	3216	211
V7-Neural-h128	7	B3-AND	123	1.000000	3216	3216	217
V7-Neural-h128	7	B3-AND	777	1.000000	3216	3216	219
V7-Neural-h128	7	B3-OR	42	1.000000	3216	3216	251
V7-Neural-h128	7	B3-OR	123	1.000000	3216	3216	235
V7-Neural-h128	7	B3-OR	777	1.000000	3216	3216	301
V7-Neural-h128	7	B3-XOR	42	1.000000	3216	3216	59
V7-Neural-h128	7	B3-XOR	123	1.000000	3216	3216	65
V7-Neural-h128	7	B3-XOR	777	1.000000	3216	3216	64
V7-Neural-h128	7	B4-OP-SELECT	42	0.999219	3600	3600	1323
V7-Neural-h128	7	B4-OP-SELECT	123	0.999219	3600	3600	1061
V7-Neural-h128	7	B4-OP-SELECT	777	0.999219	3600	3600	1214
V7-Neural-h128	7	B5-MULTI-OP	42	1.000000	4496	4496	260
V7-Neural-h128	7	B5-MULTI-OP	123	1.000000	4496	4496	286
V7-Neural-h128	7	B5-MULTI-OP	777	1.000000	4496	4496	235
V7-Neural-h128	7	B6-MIN3	42	1.000000	2312	2312	835
V7-Neural-h128	7	B6-MIN3	123	1.000000	2312	2312	853
V7-Neural-h128	7	B6-MIN3	777	1.000000	2312	2312	750
