config_id	sample_id	iter	delta
0	0	0	0.179691
0	0	1	0.089929
0	0	2	0.044544
0	0	3	0.021834
0	0	4	0.010588
0	0	5	0.005078
0	0	6	0.002406
0	0	7	0.001125
0	0	8	0.000518
0	0	9	0.000235
0	0	10	0.000114
0	0	11	0.000061
0	0	12	0.000032
0	0	13	0.000017
0	0	14	0.000009
0	0	15	0.000004
0	0	16	0.000002
0	0	17	0.000001
0	0	18	0.000001
0	0	19	0.000000
0	0	20	0.000000
0	0	21	0.000000
0	0	22	0.000000
0	0	23	0.000000
0	0	24	0.000000
0	0	25	0.000000
0	0	26	0.000000
0	0	27	0.000000
0	0	28	0.000000
0	0	29	0.000000
0	0	30	0.000000
0	0	31	0.000000
0	0	32	0.000000
0	0	33	0.000000
0	0	34	0.000000
0	0	35	0.000000
0	0	36	0.000000
0	0	37	0.000000
0	0	38	0.000000
0	0	39	0.000000
0	0	40	0.000000
0	0	41	0.000000
0	0	42	0.000000
0	0	43	0.000000
0	0	44	0.000000
0	0	45	0.000000
0	0	46	0.000000
0	0	47	0.000000
0	0	48	0.000000
0	0	49	0.000000
0	0	50	0.000000
0	0	51	0.000000
0	0	52	0.000000
0	0	53	0.000000
0	0	54	0.000000
0	0	55	0.000000
0	0	56	0.000000
0	0	57	0.000000
0	0	58	0.000000
0	0	59	0.000000
0	0	60	0.000000
0	0	61	0.000000
0	0	62	0.000000
0	0	63	0.000000
0	0	64	0.000000
0	0	65	0.000000
0	0	66	0.000000
0	0	67	0.000000
0	0	68	0.000000
0	0	69	0.000000
0	0	70	0.000000
0	0	71	0.000000
0	0	72	0.000000
0	0	73	0.000000
0	0	74	0.000000
0	0	75	0.000000
0	0	76	0.000000
0	0	77	0.000000
0	0	78	0.000000
0	0	79	0.000000
0	0	80	0.000000
0	0	81	0.000000
0	0	82	0.000000
0	0	83	0.000000
0	0	84	0.000000
0	0	85	0.000000
0	0	86	0.000000
0	0	87	0.000000
0	0	88	0.000000
0	0	89	0.000000
0	0	90	0.000000
0	0	91	0.000000
0	0	92	0.000000
0	0	93	0.000000
0	0	94	0.000000
0	0	95	0.000000
0	0	96	0.000000
0	0	97	0.000000
0	0	98	0.000000
0	0	99	0.000000
0	1	0	0.177978
0	1	1	0.087004
0	1	2	0.041658
0	1	3	0.019550
0	1	4	0.008988
0	1	5	0.004038
0	1	6	0.001973
0	1	7	0.001064
0	1	8	0.000565
0	1	9	0.000295
0	1	10	0.000152
0	1	11	0.000078
0	1	12	0.000039
