step,model,loss,acc,avg_loss_20,avg_acc_20
930,A_scale1.0,0.646239,0.5625,0.658063,0.6062
930,B_scale0.01,0.656799,0.6875,0.667595,0.5875
931,A_scale1.0,0.652456,0.6875,0.657053,0.6094
931,B_scale0.01,0.665911,0.6250,0.669585,0.5875
932,A_scale1.0,0.702441,0.5625,0.647638,0.6188
932,B_scale0.01,0.664972,0.6250,0.660913,0.6000
933,A_scale1.0,0.652511,0.5625,0.642598,0.6219
933,B_scale0.01,0.628994,0.6875,0.655046,0.6125
934,A_scale1.0,0.661354,0.5000,0.642762,0.6188
934,B_scale0.01,0.614852,0.6875,0.652727,0.6156
935,A_scale1.0,0.716478,0.5000,0.651174,0.6094
935,B_scale0.01,0.754343,0.4375,0.661123,0.6031
936,A_scale1.0,0.670324,0.5000,0.656605,0.5938
936,B_scale0.01,0.745377,0.3125,0.670236,0.5844
937,A_scale1.0,0.694518,0.6875,0.661605,0.5938
937,B_scale0.01,0.734444,0.5000,0.679416,0.5750
938,A_scale1.0,0.709431,0.5000,0.667072,0.5875
938,B_scale0.01,0.696075,0.5000,0.682768,0.5687
939,A_scale1.0,0.687314,0.5625,0.671499,0.5813
939,B_scale0.01,0.656137,0.6250,0.681678,0.5750
940,A_scale1.0,0.606013,0.6875,0.668662,0.5844
940,B_scale0.01,0.655833,0.5000,0.683242,0.5719
941,A_scale1.0,0.642209,0.6250,0.670088,0.5813
941,B_scale0.01,0.658697,0.6875,0.684961,0.5719
942,A_scale1.0,0.648580,0.5625,0.666566,0.5844
942,B_scale0.01,0.694409,0.6250,0.681086,0.5813
943,A_scale1.0,0.696710,0.5000,0.666450,0.5813
943,B_scale0.01,0.681897,0.5625,0.677153,0.5875
944,A_scale1.0,0.687979,0.6250,0.662674,0.5938
944,B_scale0.01,0.632487,0.6250,0.671469,0.6031
945,A_scale1.0,0.602961,0.6875,0.662325,0.5906
945,B_scale0.01,0.652396,0.6250,0.671256,0.6031
946,A_scale1.0,0.693002,0.6250,0.664925,0.5938
946,B_scale0.01,0.705896,0.5000,0.673511,0.5938
947,A_scale1.0,0.689641,0.4375,0.670872,0.5781
947,B_scale0.01,0.634786,0.5625,0.674991,0.5781
948,A_scale1.0,0.617095,0.6875,0.665640,0.5875
948,B_scale0.01,0.666460,0.6250,0.670985,0.5844
949,A_scale1.0,0.653664,0.5625,0.666546,0.5813
949,B_scale0.01,0.625904,0.7500,0.671333,0.5875
950,A_scale1.0,0.696128,0.5000,0.669040,0.5781
950,B_scale0.01,0.683771,0.5625,0.672682,0.5813
951,A_scale1.0,0.700498,0.4375,0.671443,0.5656
951,B_scale0.01,0.680261,0.4375,0.673400,0.5719
952,A_scale1.0,0.507782,0.9375,0.661710,0.5844
952,B_scale0.01,0.583352,0.8125,0.669319,0.5813
953,A_scale1.0,0.670544,0.5625,0.662611,0.5844
953,B_scale0.01,0.677524,0.5625,0.671745,0.5750
954,A_scale1.0,0.671843,0.6875,0.663136,0.5938
954,B_scale0.01,0.643078,0.7500,0.673156,0.5781
955,A_scale1.0,0.657333,0.6875,0.660178,0.6031
955,B_scale0.01,0.696294,0.6250,0.670254,0.5875
956,A_scale1.0,0.662363,0.5625,0.659780,0.6062
956,B_scale0.01,0.715662,0.5625,0.668768,0.6000
957,A_scale1.0,0.667046,0.5625,0.658407,0.6000
957,B_scale0.01,0.614527,0.7500,0.662772,0.6125
958,A_scale1.0,0.718554,0.3750,0.658863,0.5938
958,B_scale0.01,0.736125,0.5000,0.664775,0.6125
959,A_scale1.0,0.663333,0.6250,0.657664,0.5969
959,B_scale0.01,0.659504,0.6250,0.664943,0.6125
960,A_scale1.0,0.665645,0.6250,0.660645,0.5938
960,B_scale0.01,0.685231,0.5625,0.666413,0.6156
961,A_scale1.0,0.648090,0.5625,0.660939,0.5906
961,B_scale0.01,0.640468,0.6250,0.665502,0.6125
962,A_scale1.0,0.619850,0.6875,0.659503,0.5969
962,B_scale0.01,0.634132,0.6250,0.662488,0.6125
963,A_scale1.0,0.693676,0.5625,0.659351,0.6000
963,B_scale0.01,0.668759,0.5625,0.661831,0.6125
964,A_scale1.0,0.674313,0.5000,0.658668,0.5938
964,B_scale0.01,0.665321,0.6250,0.663473,0.6125
965,A_scale1.0,0.629345,0.6875,0.659987,0.5938
965,B_scale0.01,0.621182,0.8750,0.661912,0.6250
966,A_scale1.0,0.606030,0.5625,0.655639,0.5906
966,B_scale0.01,0.607744,0.9375,0.657004,0.6469
967,A_scale1.0,0.649827,0.6875,0.653648,0.6031
967,B_scale0.01,0.663711,0.6250,0.658451,0.6500
968,A_scale1.0,0.664715,0.6875,0.656029,0.6031
968,B_scale0.01,0.675824,0.5625,0.658919,0.6469
969,A_scale1.0,0.667221,0.6875,0.656707,0.6094
969,B_scale0.01,0.679050,0.5000,0.661576,0.6344
970,A_scale1.0,0.648224,0.6250,0.654312,0.6156
970,B_scale0.01,0.665417,0.5000,0.660658,0.6312
971,A_scale1.0,0.663919,0.4375,0.652483,0.6156
971,B_scale0.01,0.625956,0.6875,0.657943,0.6438
972,A_scale1.0,0.611262,0.7500,0.657657,0.6062
972,B_scale0.01,0.705873,0.3750,0.664069,0.6219
973,A_scale1.0,0.628527,0.6250,0.655556,0.6094
973,B_scale0.01,0.614708,0.7500,0.660928,0.6312
974,A_scale1.0,0.708220,0.3750,0.657375,0.5938
974,B_scale0.01,0.706906,0.6250,0.664120,0.6250
975,A_scale1.0,0.630215,0.6250,0.656019,0.5906
975,B_scale0.01,0.646393,0.6250,0.661625,0.6250
976,A_scale1.0,0.661219,0.6250,0.655961,0.5938
976,B_scale0.01,0.689631,0.5000,0.660323,0.6219
977,A_scale1.0,0.679512,0.5625,0.656585,0.5938
977,B_scale0.01,0.651860,0.7500,0.662190,0.6219
978,A_scale1.0,0.621967,0.7500,0.651755,0.6125
978,B_scale0.01,0.641864,0.5625,0.657477,0.6250
979,A_scale1.0,0.715508,0.5000,0.654364,0.6062
979,B_scale0.01,0.674617,0.5000,0.658232,0.6188
980,A_scale1.0,0.773338,0.4375,0.659749,0.5969
980,B_scale0.01,0.763807,0.4375,0.662161,0.6125
981,A_scale1.0,0.614013,0.7500,0.658045,0.6062
981,B_scale0.01,0.579952,0.8750,0.659135,0.6250
982,A_scale1.0,0.596231,0.6250,0.656864,0.6031
982,B_scale0.01,0.612605,0.6875,0.658059,0.6281
983,A_scale1.0,0.658017,0.5625,0.655081,0.6031
983,B_scale0.01,0.663096,0.5625,0.657776,0.6281
984,A_scale1.0,0.668185,0.5000,0.654775,0.6031
984,B_scale0.01,0.689048,0.6875,0.658962,0.6312
985,A_scale1.0,0.620221,0.5625,0.654319,0.5969
985,B_scale0.01,0.607186,0.8125,0.658262,0.6281
986,A_scale1.0,0.567792,0.8125,0.652407,0.6094
986,B_scale0.01,0.717091,0.3750,0.663730,0.6000
987,A_scale1.0,0.635185,0.6875,0.651675,0.6094
987,B_scale0.01,0.613378,0.8125,0.661213,0.6094
988,A_scale1.0,0.748951,0.3750,0.655886,0.5938
988,B_scale0.01,0.716242,0.4375,0.663234,0.6031
989,A_scale1.0,0.736925,0.5625,0.659372,0.5875
989,B_scale0.01,0.697995,0.4375,0.664181,0.6000
990,A_scale1.0,0.730744,0.5625,0.663498,0.5844
990,B_scale0.01,0.697655,0.4375,0.665793,0.5969
991,A_scale1.0,0.652506,0.4375,0.662927,0.5844
991,B_scale0.01,0.672081,0.5625,0.668099,0.5906
992,A_scale1.0,0.732064,0.5000,0.668967,0.5719
992,B_scale0.01,0.777322,0.4375,0.671672,0.5938
993,A_scale1.0,0.775363,0.2500,0.676309,0.5531
993,B_scale0.01,0.671621,0.6250,0.674517,0.5875
994,A_scale1.0,0.727815,0.4375,0.677289,0.5563
994,B_scale0.01,0.735946,0.4375,0.675969,0.5781
995,A_scale1.0,0.589970,0.7500,0.675276,0.5625
995,B_scale0.01,0.634090,0.6875,0.675354,0.5813
996,A_scale1.0,0.780696,0.3125,0.681250,0.5469
996,B_scale0.01,0.720163,0.5625,0.676881,0.5844
997,A_scale1.0,0.657649,0.6250,0.680157,0.5500
997,B_scale0.01,0.610854,0.6875,0.674831,0.5813
998,A_scale1.0,0.699183,0.4375,0.684018,0.5344
998,B_scale0.01,0.756520,0.3750,0.680563,0.5719
999,A_scale1.0,0.631691,0.6875,0.679827,0.5437
999,B_scale0.01,0.699949,0.5000,0.681830,0.5719
1000,A_scale1.0,0.659910,0.6250,0.674156,0.5531
1000,B_scale0.01,0.693406,0.6875,0.678310,0.5844
1001,A_scale1.0,0.626912,0.8125,0.674801,0.5563
1001,B_scale0.01,0.663677,0.6875,0.682496,0.5750
1002,A_scale1.0,0.585076,0.8125,0.674243,0.5656
1002,B_scale0.01,0.606392,0.7500,0.682186,0.5781
1003,A_scale1.0,0.726361,0.5000,0.677660,0.5625
1003,B_scale0.01,0.705714,0.5000,0.684316,0.5750
1004,A_scale1.0,0.582667,0.6250,0.673384,0.5687
1004,B_scale0.01,0.577060,0.6250,0.678717,0.5719
1005,A_scale1.0,0.544690,0.8125,0.669608,0.5813
1005,B_scale0.01,0.604902,0.8125,0.678603,0.5719
1006,A_scale1.0,0.667139,0.5000,0.674575,0.5656
1006,B_scale0.01,0.682004,0.4375,0.676848,0.5750
1007,A_scale1.0,0.695447,0.5625,0.677588,0.5594
1007,B_scale0.01,0.685272,0.5000,0.680443,0.5594
1008,A_scale1.0,0.698273,0.5000,0.675054,0.5656
1008,B_scale0.01,0.692565,0.4375,0.679259,0.5594
1009,A_scale1.0,0.704714,0.6250,0.673444,0.5687
1009,B_scale0.01,0.733195,0.5000,0.681019,0.5625
1010,A_scale1.0,0.734854,0.4375,0.673649,0.5625
1010,B_scale0.01,0.755629,0.4375,0.683918,0.5625
1011,A_scale1.0,0.636530,0.6250,0.672850,0.5719
1011,B_scale0.01,0.645015,0.6250,0.682565,0.5656
1012,A_scale1.0,0.731835,0.3750,0.672839,0.5656
1012,B_scale0.01,0.798810,0.3125,0.683639,0.5594
1013,A_scale1.0,0.654664,0.6875,0.666804,0.5875
1013,B_scale0.01,0.642452,0.5625,0.682181,0.5563
1014,A_scale1.0,0.667603,0.6250,0.663793,0.5969
1014,B_scale0.01,0.655256,0.6875,0.678146,0.5687
1015,A_scale1.0,0.750411,0.5000,0.671815,0.5844
1015,B_scale0.01,0.612897,0.8125,0.677087,0.5750
1016,A_scale1.0,0.681293,0.5000,0.666845,0.5938
1016,B_scale0.01,0.653241,0.6250,0.673740,0.5781
1017,A_scale1.0,0.646858,0.6875,0.666306,0.5969
1017,B_scale0.01,0.689277,0.5000,0.677662,0.5687
1018,A_scale1.0,0.643713,0.6250,0.663532,0.6062
1018,B_scale0.01,0.647105,0.6875,0.672191,0.5844
1019,A_scale1.0,0.579490,0.8125,0.660922,0.6125
1019,B_scale0.01,0.543737,0.8125,0.664380,0.6000
1020,A_scale1.0,0.652067,0.6875,0.660530,0.6156
1020,B_scale0.01,0.685609,0.5625,0.663990,0.5938
1021,A_scale1.0,0.721167,0.4375,0.665243,0.5969
1021,B_scale0.01,0.689297,0.5000,0.665271,0.5844
1022,A_scale1.0,0.684841,0.5625,0.670231,0.5844
1022,B_scale0.01,0.716677,0.5000,0.670786,0.5719
1023,A_scale1.0,0.676590,0.5625,0.667742,0.5875
1023,B_scale0.01,0.653245,0.6250,0.668162,0.5781
1024,A_scale1.0,0.682460,0.5000,0.672732,0.5813
1024,B_scale0.01,0.746083,0.4375,0.676613,0.5687
1025,A_scale1.0,0.720368,0.4375,0.681516,0.5625
1025,B_scale0.01,0.687473,0.4375,0.680742,0.5500
1026,A_scale1.0,0.596654,0.6875,0.677992,0.5719
1026,B_scale0.01,0.602182,0.8750,0.676751,0.5719
1027,A_scale1.0,0.620738,0.6875,0.674256,0.5781
1027,B_scale0.01,0.666207,0.6250,0.675798,0.5781
1028,A_scale1.0,0.623891,0.5625,0.670537,0.5813
1028,B_scale0.01,0.653103,0.5625,0.673825,0.5844
1029,A_scale1.0,0.600697,0.5625,0.665336,0.5781
1029,B_scale0.01,0.570666,0.8750,0.665698,0.6031
1030,A_scale1.0,0.645599,0.6250,0.660873,0.5875
1030,B_scale0.01,0.592952,0.7500,0.657564,0.6188
1031,A_scale1.0,0.692196,0.5625,0.663657,0.5844
1031,B_scale0.01,0.632926,0.5625,0.656960,0.6156
1032,A_scale1.0,0.660549,0.6250,0.660092,0.5969
1032,B_scale0.01,0.648662,0.6250,0.649452,0.6312
1033,A_scale1.0,0.631904,0.6875,0.658954,0.5969
1033,B_scale0.01,0.623577,0.6875,0.648509,0.6375
1034,A_scale1.0,0.615699,0.7500,0.656359,0.6031
1034,B_scale0.01,0.650217,0.6250,0.648257,0.6344
1035,A_scale1.0,0.668613,0.6875,0.652269,0.6125
1035,B_scale0.01,0.706434,0.4375,0.652934,0.6156
1036,A_scale1.0,0.662150,0.5625,0.651312,0.6156
1036,B_scale0.01,0.630213,0.5625,0.651782,0.6125
1037,A_scale1.0,0.562235,0.8125,0.647081,0.6219
1037,B_scale0.01,0.631229,0.6875,0.648880,0.6219
1038,A_scale1.0,0.641101,0.5625,0.646950,0.6188
1038,B_scale0.01,0.570405,0.8750,0.645045,0.6312
1039,A_scale1.0,0.550072,0.8750,0.645480,0.6219
1039,B_scale0.01,0.628399,0.6875,0.649278,0.6250
1040,A_scale1.0,0.705497,0.3750,0.648151,0.6062
1040,B_scale0.01,0.670061,0.7500,0.648500,0.6344
1041,A_scale1.0,0.661717,0.4375,0.645179,0.6062
1041,B_scale0.01,0.662099,0.7500,0.647141,0.6469
1042,A_scale1.0,0.625229,0.5625,0.642198,0.6062
1042,B_scale0.01,0.628260,0.7500,0.642720,0.6594
1043,A_scale1.0,0.597629,0.7500,0.638250,0.6156
1043,B_scale0.01,0.627618,0.5625,0.641438,0.6562
1044,A_scale1.0,0.615976,0.6250,0.634926,0.6219
1044,B_scale0.01,0.646999,0.5000,0.636484,0.6594
1045,A_scale1.0,0.652093,0.5625,0.631512,0.6281
1045,B_scale0.01,0.646864,0.6250,0.634454,0.6687
1046,A_scale1.0,0.725013,0.6250,0.637930,0.6250
1046,B_scale0.01,0.720867,0.4375,0.640388,0.6469
1047,A_scale1.0,0.719252,0.5000,0.642856,0.6156
1047,B_scale0.01,0.659062,0.5625,0.640031,0.6438
1048,A_scale1.0,0.665628,0.5625,0.644943,0.6156
1048,B_scale0.01,0.667868,0.5625,0.640769,0.6438
1049,A_scale1.0,0.634422,0.6250,0.646629,0.6188
1049,B_scale0.01,0.643294,0.6875,0.644400,0.6344
1050,A_scale1.0,0.658107,0.5000,0.647254,0.6125
1050,B_scale0.01,0.671664,0.6875,0.648336,0.6312
1051,A_scale1.0,0.623844,0.5625,0.643837,0.6125
1051,B_scale0.01,0.637531,0.5625,0.648566,0.6312
1052,A_scale1.0,0.742019,0.5625,0.647910,0.6094
1052,B_scale0.01,0.636436,0.6875,0.647955,0.6344
1053,A_scale1.0,0.650341,0.5625,0.648832,0.6031
1053,B_scale0.01,0.615978,0.6250,0.647575,0.6312
1054,A_scale1.0,0.696811,0.4375,0.652888,0.5875
1054,B_scale0.01,0.720341,0.5625,0.651081,0.6281
1055,A_scale1.0,0.689479,0.5625,0.653931,0.5813
1055,B_scale0.01,0.664017,0.5625,0.648960,0.6344
1056,A_scale1.0,0.568990,0.7500,0.649273,0.5906
1056,B_scale0.01,0.628196,0.6250,0.648860,0.6375
1057,A_scale1.0,0.693941,0.6250,0.655858,0.5813
1057,B_scale0.01,0.604650,0.6250,0.647531,0.6344
1058,A_scale1.0,0.677386,0.6250,0.657672,0.5844
1058,B_scale0.01,0.649709,0.6875,0.651496,0.6250
1059,A_scale1.0,0.670188,0.6250,0.663678,0.5719
1059,B_scale0.01,0.745428,0.5000,0.657347,0.6156
1060,A_scale1.0,0.567679,0.7500,0.656787,0.5906
1060,B_scale0.01,0.644508,0.6250,0.656070,0.6094
1061,A_scale1.0,0.654095,0.5625,0.656406,0.5969
1061,B_scale0.01,0.701904,0.5625,0.658060,0.6000
1062,A_scale1.0,0.666891,0.5625,0.658489,0.5969
1062,B_scale0.01,0.616477,0.8125,0.657471,0.6031
1063,A_scale1.0,0.610364,0.6250,0.659126,0.5906
1063,B_scale0.01,0.670637,0.6875,0.659622,0.6094
1064,A_scale1.0,0.726966,0.5000,0.664675,0.5844
1064,B_scale0.01,0.737796,0.4375,0.664161,0.6062
1065,A_scale1.0,0.682137,0.6250,0.666178,0.5875
1065,B_scale0.01,0.567609,0.8750,0.660199,0.6188
1066,A_scale1.0,0.714578,0.5625,0.665656,0.5844
1066,B_scale0.01,0.674498,0.3750,0.657880,0.6156
1067,A_scale1.0,0.613069,0.7500,0.660347,0.5969
1067,B_scale0.01,0.585077,0.6875,0.654181,0.6219
1068,A_scale1.0,0.615927,0.7500,0.657862,0.6062
1068,B_scale0.01,0.622082,0.6250,0.651892,0.6250
1069,A_scale1.0,0.627889,0.6875,0.657535,0.6094
1069,B_scale0.01,0.640758,0.5625,0.651765,0.6188
1070,A_scale1.0,0.662366,0.6250,0.657748,0.6156
1070,B_scale0.01,0.605776,0.7500,0.648470,0.6219
1071,A_scale1.0,0.769099,0.2500,0.665011,0.6000
1071,B_scale0.01,0.699143,0.4375,0.651551,0.6156
1072,A_scale1.0,0.605258,0.5625,0.658173,0.6000
1072,B_scale0.01,0.597742,0.7500,0.649616,0.6188
1073,A_scale1.0,0.727292,0.5000,0.662020,0.5969
1073,B_scale0.01,0.709276,0.5000,0.654281,0.6125
1074,A_scale1.0,0.574306,0.8750,0.655895,0.6188
1074,B_scale0.01,0.586752,0.8125,0.647602,0.6250
1075,A_scale1.0,0.666591,0.6250,0.654751,0.6219
1075,B_scale0.01,0.675516,0.5625,0.648177,0.6250
1076,A_scale1.0,0.712956,0.5000,0.661949,0.6094
1076,B_scale0.01,0.676628,0.5625,0.650598,0.6219
1077,A_scale1.0,0.634108,0.6875,0.658957,0.6125
1077,B_scale0.01,0.754197,0.5000,0.658076,0.6156
1078,A_scale1.0,0.555592,0.8750,0.652868,0.6250
1078,B_scale0.01,0.612549,0.7500,0.656218,0.6188
1079,A_scale1.0,0.635066,0.7500,0.651111,0.6312
1079,B_scale0.01,0.654640,0.5625,0.651678,0.6219
1080,A_scale1.0,0.589898,0.6250,0.652222,0.6250
1080,B_scale0.01,0.572470,0.7500,0.648076,0.6281
1081,A_scale1.0,0.638529,0.5625,0.651444,0.6250
1081,B_scale0.01,0.647767,0.6875,0.645370,0.6344
1082,A_scale1.0,0.606175,0.6875,0.648408,0.6312
1082,B_scale0.01,0.632606,0.6875,0.646176,0.6281
1083,A_scale1.0,0.705658,0.4375,0.653173,0.6219
1083,B_scale0.01,0.642098,0.6250,0.644749,0.6250
1084,A_scale1.0,0.610815,0.5625,0.647365,0.6250
1084,B_scale0.01,0.622261,0.5625,0.638972,0.6312
1085,A_scale1.0,0.622750,0.7500,0.644396,0.6312
1085,B_scale0.01,0.668784,0.6250,0.644031,0.6188
1086,A_scale1.0,0.674715,0.6250,0.642403,0.6344
1086,B_scale0.01,0.653959,0.6875,0.643004,0.6344
1087,A_scale1.0,0.647246,0.6250,0.644112,0.6281
1087,B_scale0.01,0.692487,0.4375,0.648375,0.6219
1088,A_scale1.0,0.531964,0.8750,0.639914,0.6344
1088,B_scale0.01,0.543769,0.8125,0.644459,0.6312
1089,A_scale1.0,0.632623,0.7500,0.640150,0.6375
1089,B_scale0.01,0.642525,0.6250,0.644547,0.6344
1090,A_scale1.0,0.642840,0.5625,0.639174,0.6344
1090,B_scale0.01,0.622184,0.7500,0.645368,0.6344
1091,A_scale1.0,0.584690,0.8750,0.629954,0.6656
1091,B_scale0.01,0.659164,0.6875,0.643369,0.6469
1092,A_scale1.0,0.675198,0.5000,0.633451,0.6625
1092,B_scale0.01,0.678469,0.5000,0.647405,0.6344
1093,A_scale1.0,0.688940,0.5000,0.631533,0.6625
1093,B_scale0.01,0.674024,0.3750,0.645642,0.6281
1094,A_scale1.0,0.671028,0.5000,0.636369,0.6438
1094,B_scale0.01,0.655838,0.6875,0.649097,0.6219
1095,A_scale1.0,0.627580,0.6250,0.634419,0.6438
1095,B_scale0.01,0.616099,0.7500,0.646126,0.6312
1096,A_scale1.0,0.705320,0.4375,0.634037,0.6406
1096,B_scale0.01,0.694172,0.5625,0.647003,0.6312
1097,A_scale1.0,0.637519,0.6875,0.634207,0.6406
1097,B_scale0.01,0.678816,0.6250,0.643234,0.6375
1098,A_scale1.0,0.739083,0.5000,0.643382,0.6219
1098,B_scale0.01,0.696889,0.3125,0.647451,0.6156
1099,A_scale1.0,0.766276,0.3750,0.649942,0.6031
1099,B_scale0.01,0.699277,0.6250,0.649683,0.6188
1100,A_scale1.0,0.603487,0.6250,0.650622,0.6031
1100,B_scale0.01,0.630538,0.7500,0.652586,0.6188
1101,A_scale1.0,0.694122,0.4375,0.653401,0.5969
1101,B_scale0.01,0.733012,0.3750,0.656849,0.6031
1102,A_scale1.0,0.576763,0.6875,0.651931,0.5969
1102,B_scale0.01,0.602682,0.6875,0.655352,0.6031
1103,A_scale1.0,0.657500,0.6250,0.649523,0.6062
1103,B_scale0.01,0.648973,0.5625,0.655696,0.6000
1104,A_scale1.0,0.745983,0.5000,0.656281,0.6031
1104,B_scale0.01,0.690981,0.5625,0.659132,0.6000
1105,A_scale1.0,0.671433,0.6875,0.658715,0.6000
1105,B_scale0.01,0.663266,0.6875,0.658856,0.6031
1106,A_scale1.0,0.669495,0.6250,0.658454,0.6000
1106,B_scale0.01,0.692135,0.5000,0.660765,0.5938
1107,A_scale1.0,0.614572,0.8750,0.656821,0.6125
1107,B_scale0.01,0.587768,0.6875,0.655529,0.6062
1108,A_scale1.0,0.673697,0.5625,0.663907,0.5969
1108,B_scale0.01,0.569685,0.7500,0.656825,0.6031
1109,A_scale1.0,0.696101,0.6250,0.667081,0.5906
1109,B_scale0.01,0.727871,0.5000,0.661092,0.5969
1110,A_scale1.0,0.625909,0.6250,0.666235,0.5938
1110,B_scale0.01,0.610044,0.6875,0.660485,0.5938
1111,A_scale1.0,0.689534,0.6875,0.671477,0.5844
1111,B_scale0.01,0.632697,0.5625,0.659162,0.5875
1112,A_scale1.0,0.630140,0.6875,0.669224,0.5938
1112,B_scale0.01,0.723318,0.5000,0.661404,0.5875
1113,A_scale1.0,0.657175,0.5625,0.667636,0.5969
1113,B_scale0.01,0.615302,0.6875,0.658468,0.6031
1114,A_scale1.0,0.738533,0.5625,0.671011,0.6000
1114,B_scale0.01,0.729104,0.5000,0.662132,0.5938
1115,A_scale1.0,0.715879,0.5000,0.675426,0.5938
1115,B_scale0.01,0.748489,0.3750,0.668751,0.5750
1116,A_scale1.0,0.687000,0.6875,0.674510,0.6062
1116,B_scale0.01,0.669970,0.6250,0.667541,0.5781
1117,A_scale1.0,0.617322,0.7500,0.673500,0.6094
1117,B_scale0.01,0.606331,0.6250,0.663917,0.5781
1118,A_scale1.0,0.709033,0.3125,0.671998,0.6000
1118,B_scale0.01,0.710567,0.5000,0.664601,0.5875
1119,A_scale1.0,0.709563,0.5000,0.669162,0.6062
1119,B_scale0.01,0.698690,0.5625,0.664571,0.5844
1120,A_scale1.0,0.622193,0.5625,0.670097,0.6031
1120,B_scale0.01,0.620742,0.7500,0.664081,0.5844
1121,A_scale1.0,0.675180,0.3750,0.669150,0.6000
1121,B_scale0.01,0.627593,0.7500,0.658811,0.6031
1122,A_scale1.0,0.706062,0.4375,0.675615,0.5875
1122,B_scale0.01,0.671744,0.4375,0.662264,0.5906
1123,A_scale1.0,0.605829,0.6250,0.673032,0.5875
1123,B_scale0.01,0.666523,0.8125,0.663141,0.6031
1124,A_scale1.0,0.603206,0.6250,0.665893,0.5938
1124,B_scale0.01,0.615634,0.7500,0.659374,0.6125
1125,A_scale1.0,0.693493,0.5000,0.666996,0.5844
1125,B_scale0.01,0.675568,0.5000,0.659989,0.6031
1126,A_scale1.0,0.584981,0.7500,0.662770,0.5906
1126,B_scale0.01,0.633315,0.6875,0.657048,0.6125
1127,A_scale1.0,0.650875,0.5625,0.664585,0.5750
1127,B_scale0.01,0.606328,0.6875,0.657976,0.6125
1128,A_scale1.0,0.660926,0.3750,0.663947,0.5656
1128,B_scale0.01,0.650238,0.6875,0.662003,0.6094
1129,A_scale1.0,0.731876,0.3750,0.665735,0.5531
1129,B_scale0.01,0.715762,0.5000,0.661398,0.6094
1130,A_scale1.0,0.716125,0.5625,0.670246,0.5500
1130,B_scale0.01,0.698072,0.5625,0.665799,0.6031
1131,A_scale1.0,0.656904,0.5625,0.668615,0.5437
1131,B_scale0.01,0.633360,0.8125,0.665833,0.6156
1132,A_scale1.0,0.618865,0.7500,0.668051,0.5469
1132,B_scale0.01,0.655754,0.5625,0.662454,0.6188
1133,A_scale1.0,0.639850,0.6250,0.667185,0.5500
1133,B_scale0.01,0.614001,0.6875,0.662389,0.6188
1134,A_scale1.0,0.616309,0.6875,0.661074,0.5563
1134,B_scale0.01,0.698292,0.5000,0.660849,0.6188
1135,A_scale1.0,0.673016,0.6250,0.658930,0.5625
1135,B_scale0.01,0.663187,0.5625,0.656584,0.6281
1136,A_scale1.0,0.698039,0.6250,0.659482,0.5594
1136,B_scale0.01,0.646860,0.6250,0.655428,0.6281
1137,A_scale1.0,0.666579,0.5625,0.661945,0.5500
1137,B_scale0.01,0.714663,0.3125,0.660845,0.6125
1138,A_scale1.0,0.638186,0.6250,0.658403,0.5656
1138,B_scale0.01,0.633460,0.6875,0.656989,0.6219
1139,A_scale1.0,0.741905,0.3125,0.660020,0.5563
1139,B_scale0.01,0.727086,0.5000,0.658409,0.6188
1140,A_scale1.0,0.619168,0.7500,0.659869,0.5656
1140,B_scale0.01,0.584684,0.7500,0.656606,0.6188
1141,A_scale1.0,0.583960,0.8125,0.655308,0.5875
1141,B_scale0.01,0.621268,0.6250,0.656290,0.6125
1142,A_scale1.0,0.720077,0.4375,0.656008,0.5875
1142,B_scale0.01,0.688537,0.6250,0.657130,0.6219
1143,A_scale1.0,0.622524,0.5625,0.656843,0.5844
1143,B_scale0.01,0.615461,0.6875,0.654577,0.6156
1144,A_scale1.0,0.642394,0.6250,0.658803,0.5844
1144,B_scale0.01,0.631993,0.6875,0.655395,0.6125
1145,A_scale1.0,0.594830,0.6250,0.653869,0.5906
1145,B_scale0.01,0.611163,0.7500,0.652174,0.6250
1146,A_scale1.0,0.627845,0.6250,0.656013,0.5844
1146,B_scale0.01,0.656723,0.6250,0.653345,0.6219
1147,A_scale1.0,0.679257,0.6250,0.657432,0.5875
1147,B_scale0.01,0.627636,0.5625,0.654410,0.6156
1148,A_scale1.0,0.627554,0.6250,0.655763,0.6000
1148,B_scale0.01,0.623006,0.6250,0.653048,0.6125
1149,A_scale1.0,0.679185,0.6875,0.653129,0.6156
1149,B_scale0.01,0.660581,0.5625,0.650289,0.6156
1150,A_scale1.0,0.680632,0.3750,0.651354,0.6062
1150,B_scale0.01,0.636258,0.5000,0.647199,0.6125
1151,A_scale1.0,0.668466,0.6250,0.651932,0.6094
1151,B_scale0.01,0.723252,0.5000,0.651693,0.5969
1152,A_scale1.0,0.878577,0.2500,0.664918,0.5844
1152,B_scale0.01,0.844379,0.3750,0.661124,0.5875
1153,A_scale1.0,0.622352,0.5625,0.664043,0.5813
1153,B_scale0.01,0.596779,0.7500,0.660263,0.5906
1154,A_scale1.0,0.635788,0.6875,0.665017,0.5813
1154,B_scale0.01,0.611668,0.7500,0.655932,0.6031
1155,A_scale1.0,0.684824,0.5000,0.665607,0.5750
1155,B_scale0.01,0.664358,0.5625,0.655991,0.6031
1156,A_scale1.0,0.706643,0.4375,0.666037,0.5656
1156,B_scale0.01,0.637895,0.7500,0.655542,0.6094
1157,A_scale1.0,0.684972,0.6875,0.666957,0.5719
